,sequence,label
4537,Qu'est ce que ça fait de beau ce matin ?,neutral
4539,Caramelo:  j'en ai l'air?,neutral
4543,Ok et tu bosse dans quoi,neutral
4544,sinon elle aurait djà viré,neutral
4546,Tramontane t du sud,neutral
4547,De quoi qui manque,neutral
4552,T d'où exactement,neutral
4554,Caramelo:  belgique,neutral
4556,perpignan enfin à coté,neutral
4558,lol 😂 tu croit que y'a que des seins ici ?,neutral
4563,Angeles canet collègue,neutral
4565,Cc labrune,neutral
4567,ah oui et cadaques encore plus,neutral
4569,Oui mais c l'Espagne sa,neutral
4575,kayzo 9awad,neutral
4576,Cc guest59061,neutral
4577,Mdrrr oui mais,neutral
4579,jeanne,neutral
4582,sir thawa,neutral
4583,jeanne,neutral
4586,cc Labrune,neutral
4587,tramontane,neutral
4588,"bigoook1, ^^ aller barrakette",neutral
4590,jeanne est partie ??,neutral
4597,!radio,neutral
4602,!scanner,neutral
4610,pour nous eclairé,neutral
4615,Cest moi la lumiere,neutral
4617,!tapavu pact,neutral
4620,"Pact (Chaat@4CC0932F.D1E1A7E0.9CE0AFA1.IP) a été vu pour la dernière fois quitter #Accueil il y a 3 heures, 12 minutes (Bon retour sur www.chaat.fr).",neutral
4625," ℹ️ [ INFO Chaat.fr ] ℹ️ :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ✌",neutral
4634,Guest43051:  demande à ton voisin de cybercafé,neutral
4641,justeeen: cc,neutral
4648,et alors labrune,neutral
4662,ouais elle fait sa princesse Tramontane x: ,neutral
4670,calmate,neutral
4672,rekt,neutral
4673,tshhhhhh,neutral
4674,1 - 0 pour nanasse,neutral
4676,Pour moi les bosse ici c nanasse et gestion,neutral
4678,Et tramontane,neutral
4685,"kAyzO:  quand y'a pas de modo, faut compter sur l'autoban lol",neutral
4687,"nanasse, ah bah ça ",neutral
4690,"Juliensoum, arin?",neutral
4691,Thorman je voulais dire pv,neutral
4692,Labrune,neutral
4694,Labrune ça fais 3 fois que tu annonce ton départ mais que tu reste c est que le tchat te convient,neutral
4696,Labrune repond stp,neutral
4703,cc justeencc,neutral
4705,cc nanasse,neutral
4710,kAyzO,neutral
4711,bakii ,neutral
4714,ShadoWhite: tu as oublié les rennes,neutral
4716,"bakii, t'es à fond dans quoi?",neutral
4717,pour l instant le taf,neutral
4718,mais c'est calme,neutral
4719,"bakii, ah ok tu bosses dans quoi déjà?",neutral
4720,Venez discuter les mecs,neutral
4722,pou dominos pizza,neutral
4724,support informatique,neutral
4731,"bakii, C'est bien de bosser au chaud",neutral
4732,les ours ?,neutral
4763,v https://youtu.be/K5KAc5CoCuk,neutral
4764,YouTube Indila - Dernière Danse (Clip Officiel) par IndilaVEVO (durée: 3:35) - Vue(s): 761343045,neutral
4767,"Tramontane, je préfère love story de elle x: si tu l'as déjà écouté :p ",neutral
4770,"Vladcarstein, y'a pas d'heure pour escroquer les gens :d à coup de west.ern U.nion lol ",neutral
4778,"Tramontane, Je préfère le matin pourtant y'a pas mal d'ambiance lol",neutral
4779,en millieu d'apm y'a personne limite qui cause ,neutral
4780,moi aussi je préfère !,neutral
4782,attendez la fin des épreuves du bac,neutral
4783,"Tramontane, je viens des fois vers 15h 16h quand je bosses du matin ",neutral
4788,"Tramontane, genre le week end dernier je suis pas venu je crois lol ou viteuf j'ai profité du soleil à fond lol",neutral
4794,même dans l'alimentaire,neutral
4795,mais début juin 2 jours par ci par là,neutral
4796,lol Vladcarstein,neutral
4802,"Tramontane, ah bon ? ",neutral
4803,"Tramontane, faut donner de l'argent à ton pays wesh ",neutral
4806,c'est çà !,neutral
4809,faut que je vote aussi,neutral
4814,C'est quoi ici,neutral
4818,manger 5 fruits et légumes,neutral
4819,!horo belier,neutral
4822,Chaat.fr Horoscope - BELIER,neutral
4832,Vincent 59 comment faire pour parler en privé à 2,neutral
4833,Myrtille: ca a,neutral
4837,impecc Myrtille t'ai envoye un message en pv,neutral
4839,tu es sur tel myrtille ?,neutral
4843,tu sais tous ceux qu'on a applaudit au premier confinement !,neutral
4847,Je sais pas ou c'est le PV privé,neutral
4848,l'évolution? où çà?,neutral
4849,"Myrtille, C'est pas bien compliqué ",neutral
4850,clic sur mon psedo myrtille,neutral
4851,tu dois les avoir en haut à droite,neutral
4854,ah oui?,neutral
4855,je suis le seul à avoir des déconnexions ?,neutral
4856,Myrtille: tu veux combien?,neutral
4858,"Tramontane, Bah rien que la révolution numérique (x ",neutral
4861,Myrtille:  clic sur le pseudo avec qui tu veux faire un pv et ouvre message privé,neutral
4862,"Tramontane, bah toutes les applis etc qui existe mtn ",neutral
4864,même dans l'automobile,neutral
4866,re nanasse,neutral
4867,Myrtille clikc sur mon psedo et tu verras messages privé,neutral
4870,il a 10 ans mon pc,neutral
4871,"Tramontane, ton smartphone ou tu fais tes ptit jeu à la candy crush xD non?",neutral
4872,je sais pas hophop mais je pense que si quand meme,neutral
4873,"sur tel, faut se mettre en version pour ordinateur",neutral
4884,"Tramontane, ouais ce que je dis lol mais mtn look son tous avec des ecouteurs bluetooth etc etc ",neutral
4889,"Tramontane, je veux dire en clair qu'en 5 ans ça à bcp plus evolué qu'en 10 ans ",neutral
4890,tu peux pas le nier,neutral
4897,Je vous écris depuis ma machine a écrire,neutral
4900,"Tramontane, alors que y'a 5 ans en arriere personne sortait son tel pendant le taff",neutral
4901,mécanique ou éléctrique Sephi ?,neutral
4904,çà dépend des boites !,neutral
4906,forcément vu que tu dois utiliser tes doigts,neutral
4908,"Tramontane, oui mais je parles essentiellement dans ma boite du coup une usine t'es pas vrmt derriere un bureau quoi ",neutral
4909,Qui pour dial en privé ?,neutral
4914,c'est logique que derrière un bureau si ta le temps sur change de page ,neutral
4915,(xw ,neutral
4916,apart si t'es en intranet ou quoi ,neutral
4923,z'ont pas le choix :d ,neutral
4930,voilà,neutral
4934,https://youtu.be/RRb2gE9cPB8,neutral
4936,"Tramontane, je dis ça en rigolant aussi histoire qu'ils comprennent mais gentiment avec mon large sourire ORAL B White diamant mdr",neutral
4937,Sephi t la,neutral
4943,qui se faufille dans la foule ,neutral
4951,tiens un luth hein,neutral
4953,"barth, ça se passe de ton coté?",neutral
4957,&closepv,neutral
4959,!horo belier,neutral
4960,Chaat.fr Horoscope - BELIER,neutral
4962,"barth, je suis bcp moin présent aussi lol le soleil et le boulot lac restau ",neutral
4971,l'avantage de l'espagne c'est que la tenue est interdite,neutral
4980,Retard,neutral
4981,"Tramontane, Ah tu es pas loin d'Argeles sur Mer toi ",neutral
4982,pourquoi crois tu que je préfère faire du tourisme en espagne qu'en france,neutral
4983,au bucher lutin!,neutral
4984,il fait plus chaud ?,neutral
4987,"Tramontane, Costa brava o/ ",neutral
4989,Lutin malin je en pris,neutral
4990,oui mais pas que,neutral
4991,"(c'est bon LuTiN_MaLiN s'en va, on va pouvoir recommencer)",neutral
4994,tout l'été,neutral
4995,"Tramontane, c'est juste bcp moin cher par la bas ",neutral
4997,donc les parisiens descende ,neutral
4998,vendre leurs produit,neutral
4999,eh ben...,neutral
5000,faut faire attention c'est tout,neutral
5003,"Tramontane, mais argeles c'est bcp pour la fête un peu que genre colliour c'est plus pour restau visite ballade ",neutral
5004,ba justement à cadaques tu peux y aller à la plage ! c'est surveillé,neutral
5005,"Tramontane, à argeles tu veux visité quoi ? ",neutral
5006,t n pause kAyzO,neutral
5008,collioure faut des moyens çà sélectionne,neutral
5009,"H-Lamberty, nope j'attaque à 14h à 22h",neutral
5011,!seen sucre,neutral
5015,"Tramontane, le moin cher c'est argeles sinon palavas les flow cher aussi et st cyprien ça se vaut",neutral
5019,c'est mon creneau de reception,neutral
5021,"c comme mon immeuble, tiens",neutral
5027,!seen imadd,neutral
5028,Aymara > je ne me souviens pas avoir vu imadd.,neutral
5031,!seen nass,neutral
5033,ben écrit le enissay,neutral
5034," ℹ️ [ INFO Chaat.fr ] ℹ️ : Tapez !radio pour avoir les liens de vos DJ préférés ♫♬♪, ou Activez le player en bas de page sur les boutons: ▶│┄ ᴧ",neutral
5039,tiens un ours,neutral
5041,Pk grizzly,neutral
5042,Tu t'appelles,neutral
5050,il est irsut,neutral
5060,Pk bof,neutral
5065,rerere tom,neutral
5070,Vanillee:  quoi que tu peux pas savoir j'ai pas de photo mdrr,neutral
5072,Baztou33_grr Elle a deux e,neutral
5076,Envoi une photo,neutral
5085,Pk on est conpliquee,neutral
5086,Vanillee:  en pv si tu veux mais pas ici,neutral
5092,T en as déjà vu lors de tes balades montagnardes tramontane ?,neutral
5093,Grizzly- pourquoi tu dis ça,neutral
5094,Bah ta pas que la beauté,neutral
5095,un Grizzly- pourtant c'est une sacrée bête,neutral
5096,Dans la vie,neutral
5098,ah non tom,neutral
5099,au zoo oui,neutral
5103,réserves pardon,neutral
5107,A oui c mieux,neutral
5108,!chuck,neutral
5111,Ah ta deux vanille lol,neutral
5112,non en plein air,neutral
5113,C ça,neutral
5114,C quoi le but ici,neutral
5117,Ou ma jumelle,neutral
5119,Pq j'ai changé de nom,neutral
5120,Guest24536:  car tu n as pas entré ton mot de passe,neutral
5121,Bah jarrive pas a le mettre,neutral
5124,grée toi un nouveau profil vanille,neutral
5126,crée,neutral
5127,Okk tramontane,neutral
5129,meme en crééant un profil parfois il faut remettre son mot de page en arrivant sur le salon,neutral
5130,je pense que çà doit être plus simple,neutral
5135,mon pseudo est enregistré,neutral
5137,donc elle s'en crée un autre,neutral
5139,j'ai bien fait de ne pas l'enregistrer finalement lol,neutral
5141,Oui après ça se complique,neutral
5143,béh vous êtes OU :o ,neutral
5145,on dirait il est 7h,neutral
5146,Jai changée de nom jai mis  barbie lol,neutral
5147,"H-Lamberty, ou 4h ",neutral
5148,Comme ca voilà,neutral
5151,cherche ken,neutral
5154, ℹ️ [ INFO Chaat.fr ] ℹ️ : Envie de faire partie des radios sur la playlist de l'interface de t'chat? ♫♪.ılılıll|̲̅̅●̲̅̅|̲̅̅=̲̅̅|̲̅̅●̲̅̅|llılılı.♫♪ Faites en la demande sur ☞ https://support.chaat.fr/partenariat-radio :o) Enjoy !(>‿◠)✌,neutral
5155,Je c pas quoi mettre comme nom,neutral
5158,"H-Lamberty, (x ta pas l'heure sur ton pc ",neutral
5160,Vladcarstein,neutral
5162,!seen Elisa,neutral
5170,Bon ça mange quoi de bon ce midi,neutral
5172,une souris,neutral
5173,Bon bah je doi trouver un autre nom,neutral
5174,d'agneau,neutral
5175,Barbie viens en pv stp,neutral
5176,franchement pas grand chose etant donné que je suis centrée sur une tâche de verification domestique,neutral
5178,Ah c bon ca une souris d'agneau,neutral
5181,ca attendra,neutral
5183,Bah je trouve pas de pseudo nanasse,neutral
5184,Aussi,neutral
5185,H-Lamberty:,neutral
5187,ba vi,neutral
5190,Hemm,neutral
5193,Ok nanasse,neutral
5196,genre nanasse,neutral
5197,Y'avais pas de barbie,neutral
5199,"voilà Tramontane, mais il est réservé lol",neutral
5200,Dans les annee 40,neutral
5201,si si,neutral
5202,H-Lamberty: loll,neutral
5203,c'est un nom de famille barnie,neutral
5204,barbie,neutral
5205,!seen nath31,neutral
5207,9 mars 1959,neutral
5208,https://fr.wikipedia.org/wiki/Klaus_Barbie,neutral
5209,!seen julie35,neutral
5210,Cin > je ne me souviens pas avoir vu julie35.,neutral
5211,le mien est générique aussi nanasse,neutral
5212,première barbie,neutral
5214,et mes parents furent,neutral
5220,quoi,neutral
5222,Barbapapa:  ils vont te demander des barbatrucs lol,neutral
5223,et barbidule,neutral
5225,du prenom Klaus,neutral
5228,https://fr.wikipedia.org/wiki/Klaus_Barbie,neutral
5231,hophop,neutral
5238,je retourne à mes occupations,neutral
5242,à l'eau,neutral
5243,à l'eau,neutral
5245,à l'aubergine,neutral
5247,Barbapelle,neutral
5252,la météo aussi,neutral
5260,C cool aujourd'hui  il fai pas chaud,neutral
5261,déjà?,neutral
5264,faut faire le ménage si besoin est,neutral
5265,Barbapapa:  ah bah chez moi par contre si,neutral
5270," ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour tout signalement(¬_¬) , n'hésitez pas à remplir le formulaire ✉ ✍ ➤ https://support.chaat.fr/signalement",neutral
5273,Qui de bordeaux ou allentour svp,neutral
5276,v https://youtu.be/kTqwy6ay1HQ,neutral
5277,YouTube Nathalie Cardone - Hasta siempre (Official Video HD) par Nathalie Cardone (durée: 5:02) - Vue(s): 15383992,neutral
5278,je suis au alen de tour,neutral
5281,les gens,neutral
5284,Fati: payes lui le billet,neutral
5286,!apero,neutral
5292,Fati regarde ton pv,neutral
5297,un brevet santé?,neutral
5300,qui aime picoler ici?,neutral
5307,soit suffisamment de connaissances pour être apte àl'auto-medication légale,neutral
5317,Cindys-o-u-m-i-s-e: tu es voilée?,neutral
5324,Ah  bon vladcarstein,neutral
5327,elle est de chez ford,neutral
5328,ta blague,neutral
5330,c'et un caractère à induction,neutral
5331,Barbapapa mes enfants regardais ce dessin animé,neutral
5338,"hubla hup, barbatruc",neutral
5339,t'etait pas en pause tchaat Crepuscule je croyais,neutral
5349,bref,neutral
5353,de quoi en auto-medication caconcerne uniquement les symptômes anodins c'est à la portée de toutes responsabilités Tramontane,neutral
5355,la force et la soumission sont souvent psychologique :),neutral
5356,!seen silver,neutral
5357,"Silver (Chaat@882A74CE.E37076E4.F6193691.IP) a été vu pour la dernière fois quitter #Accueil il y a 20 heures, 16 minutes (Bon retour sur www.chaat.fr).",neutral
5360,pq les mecs ne portent pas de voila kAyzO ?,neutral
5361,je vais voir mon médecin comme çà je paye pas mes médocs,neutral
5362,pourquoi c'est tjs la femme qui se soumet?,neutral
5365,Tramontane:,neutral
5383,comme bon te semble mais moi je suis prête de temps à temps à y avoir recours meme avec des moyens fragiles,neutral
5384,je n'ai aucune addiction,neutral
5385," ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo\xa0(c'est gratuit) (◦'⌣'◦)/  ➤  https://www.chaat.fr/register",neutral
5387,faut bien depenser ses sous quelque part,neutral
5388,Qui veut mater priver? :),neutral
5390,MrNice: qui a parlé de religion?,neutral
5391,!seen Melany,neutral
5392,on va prendre le cas de l'ibuprophène,neutral
5394,ah bon?,neutral
5396,6 cachets pour 5 euros,neutral
5398,parler de filles et garçons en rue= religion?,neutral
5401,Je suis nouvelle,neutral
5404,30 cachets pour 3 euros remboursé par la sécu,neutral
5406,Sérieux,neutral
5408,kAyzO: bein va falloir lire les textes ;),neutral
5409,Myrtille: nouvelle à 48 ans?,neutral
5412,Myrtille regarde tes PV,neutral
5414,les vaccins c'est mon medecin,neutral
5416,les creme dermato c'est mon medecin,neutral
5417,moi aussi je suis nouveau lol,neutral
5419,ect...,neutral
5422,trousse premier secours j'ai tout payé,neutral
5424,Y'a des gay ou bi ici?,neutral
5425,et l'assistance sociale Barbapapa mdr,neutral
5429,Coquine pour priver ? :),neutral
5431,C eux qui paiye les test je crois covid,neutral
5433,Ou nous,neutral
5440,Ah 11h les chauds lapins se réveille,neutral
5442,re Vladcarstein,neutral
5444,Quoi de neuf docteur,neutral
5445,Sont réveillés dès 8h hein,neutral
5449,Ladyice y a des heures précises lol,neutral
5451,Vladcarstein:  il n'y a pas d'heure pour leur réveil,neutral
5452,!kiss Esteban31|DiaL-MuSic|OnAiR*,neutral
5460,Vladcarstein ~ tu mvois ?,neutral
5463,Ladyice ???,neutral
5464,hey Esteban31|DiaL-MuSic|OnAiR,neutral
5467,hectooooorrrrrrrr ,neutral
5470,tous les pauvres nesont pas des profiteurs du systeme,neutral
5475,Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,neutral
5490,Barbapapa: sont pas gratuits les tests en france?,neutral
5499,Crépuscule,neutral
5501,du lendemain,neutral
5502,oh LadyIce ^^,neutral
5506,diablotin: comme je vais aller en france profiter des tests gratuis je m'informe,neutral
5508,diablotin: ici en belgique 50€,neutral
5513,Crépuscule,neutral
5514,Lambert c est quoi ton histoire accident gars et fille,neutral
5521,happyy:  mdrr ce qu'il ne faut pas lire,neutral
5529,La chambre...,neutral
5530,En France,neutral
5545,fait*,neutral
5548,faire connaissance avec des gens sans arrière penser amical,neutral
5552,calma72: ça existe ça ici?,neutral
5562,3000 euros,neutral
5570,Enissay,neutral
5572,Vladcarstein: on dit pour le meilleur et le pire mdr,neutral
5581,P0ussiere2lune:  tu vas sinon :),neutral
5583,!seen ania,neutral
5584,"Ania (Chaat@CE644ADC.16FB9483.1233661.IP) a été vu pour la dernière fois quitter #Accueil il y a 16 heures, 39 minutes (Bon retour sur www.chaat.fr).",neutral
5590,Monpere est la bye a plus,neutral
5597,calma72: on fait connaissance? mais interdit de lire dans mes pensées,neutral
5601,roh Vladcarstein,neutral
5602,Vladcarstein: pour moi tromper est faire une chose que tu n'avoues pas,neutral
5607,oui mais bon si tu as des gosses ...,neutral
5608,le mariage est un acte legal et fiscal,neutral
5609,marier est legislatif,neutral
5610,c'est une sorte de contrat Barbapapa ,neutral
5612,!seen Ano,neutral
5614,vien on fais connaissance,neutral
5616,imagine Barbapapa ton patron t'engage sans contrat,neutral
5617,ou tu te pacs,neutral
5621,va prendre un crédit pour une maison,neutral
5643,Tramontane,neutral
5645,les choses ont l'utilité qu'on en fait,neutral
5646,Vladcarstein: je le constate chaque jour ;),neutral
5648,Ca veut dire quoi binaire,neutral
5649," ℹ️ [ INFO Chaat.fr ] ℹ️ :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ✌",neutral
5651,c'est comme dire que tu es athée en plein ramadan,neutral
5652,"elle n'est pas malheureuse là où elle est, mais elle pense quand même à toi o:",neutral
5659,Vladcarstein,neutral
5660,il suffis alors d'écouter ses propres opinions,neutral
5661,on était 2 milliard en 1920 et on est 8 millards,neutral
5664,Jetais professeur de français depuis le début de l annee la jevais me reposer ouff,neutral
5667,tout le monde ca vien ?,neutral
5668,Ennour:  je croyais que tu étais professeur d'histoire,neutral
5669,Lolo prive,neutral
5670,pour parler de quoi ? Valence,neutral
5672,Valence en pv,neutral
5674,Y a des gens sur Toulouse ?,neutral
5678,collège ou lycée ? Ennour ?,neutral
5682,Dina pv,neutral
5686,Antho_ va prendre son bain mensuel...,neutral
5690,revoilà Antho_|OnePiece,neutral
5692,je suis le bosse de l'agence tout risque mdr,neutral
5694,oui c est vrai hannibal-smith76 lol,neutral
5696,Renoie qui cherche son rebeu,neutral
5699,t'as ramené quelque chose pour nous Anand44 ?,neutral
5710,Enissay:  ou alors c est la facon dont on nous parle en pv et du coup on s adapte,neutral
5712,[ Membre VIP ]  chipie est un(e) habitué(e) du salon #Accueil !,neutral
5715,et il est quoi sympa et fumeur de cigare,neutral
5719,vous etes celibataire,neutral
5727,J'ai quitté le tchat sans faire exprès ..,neutral
5728,shannon viens pv,neutral
5733,Shannon en pH,neutral
5738,-_____-,neutral
5740,juju35 viens en pv,neutral
5742,Gay bi pv,neutral
5743,Que pour les fille,neutral
5747,Dispo,neutral
5750,Wendy_jean95,neutral
5751,!seen miss-tyk,neutral
5752,hannibal-smith76 > je ne me souviens pas avoir vu miss-tyk.,neutral
5753,Shannon en pv,neutral
5755,Des gens sur Toulouse pour discuter ?,neutral
5756,!seen miss_tyk,neutral
5757,hannibal-smith76 > je ne me souviens pas avoir vu miss_tyk.,neutral
5760," ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo (c'est gratuit) (◦'⌣'◦)/  ➤  https://www.chaat.fr/register",neutral
5764,Des gens sur Paris,neutral
5768,allo,neutral
5769,bsr de gens a lyon?,neutral
5778,qui est celibataire,neutral
5779,j'ai eu de ses averses aujourd'hui pas vous ?,neutral
5780,pomponette,neutral
5788,"moi, c'était hier, chipie : 300m sous la pluie en revenant de mes courses",neutral
5790,grominet01: ah oui aujourd'hui ?,neutral
5800,[ Membre VIP ]  The_Swing est un(e) habitué(e) du salon #Accueil !,neutral
5805,!café salon,neutral
5806,"hannibal-smith76 offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à salon >> Un peu de lait, du sucre ? ",neutral
5817,"Chaat.fr - n°38629  Aujourd'hui, j'ai oublié d'effacer ""c'est quoi la réponse à la question 2 ?"" adressé à ma voisine de droite écrit sur ma copie de bac blanc. VDM ",neutral
5820,grominet01: pas trop de degats ?,neutral
5823,si tu saute chipie je tire lol,neutral
5829,pipoune: prépare toi à viser alors :p,neutral
5840,chipie:  t'inquiète je suis tireuse de canards lol,neutral
5842,re 😁,neutral
5844,hannibal-smith76: tu croyais ?,neutral
5860,"à quoi, tes frites ? hannibal-smith76",neutral
5862,c'est une évidence flagrante chipie,neutral
5863,hannibal-smith76: allalla je préfère le lapin :p,neutral
5866,je t'aurai fourni en mouchoir twinsen,neutral
5867,pomme de terres et une tite sauce creme et cidre,neutral
5875,je voulais dire : huile ou graisse de boeuf ? hannibal-smith76 pour tes frites ?,neutral
5877,mais The_Swing ?,neutral
5882,huile de friture ou graisse de canard qu'en j'en ai,neutral
5883,oooh t'as bobo ou The_Swing :o,neutral
5884,partu,neutral
5886,"les frites sont meilleur cuites dans la graisse de boeuf, hannibal-smith76",neutral
5887,grominet01: faut etre patient çà bouge deja un peu là,neutral
5888,"c'est mon point de vue, bien sur",neutral
5890,The_Swing: partout partout ?,neutral
5896,jamais fait à la graisse de boeuf j'essayerais,neutral
5905,je te le dis hein !,neutral
5910,et toi ?,neutral
5912,"et servi avec du vinaigre, bien sur, les frites",neutral
5913,twinsen:  moi quoi ?,neutral
5914,Chipie,neutral
5921,ca va ca vient twinsen,neutral
5922,oui éventuellement un balsamique,neutral
5923,oui pareil en fait ici ^^,neutral
5928,grominet01: ho !,neutral
5935,!Seen baillon,neutral
5936,"baillon (Chaat@6370B7AB.501876C1.45B328EA.IP) a été vu pour la dernière fois quitter #Accueil il y a 2 heures, 5 minutes (Bon retour sur www.chaat.fr).",neutral
5938,twinsen: :p,neutral
5940,nanala t'es là,neutral
5944,nanala,neutral
5945,et en vin un bon saint emillion,neutral
5946,nanala,neutral
5949,je suis rentré,neutral
5951,est ce que nanala est là,neutral
5952,ete tu sur mdrr The_Swing,neutral
5953,Baloo t es la?,neutral
5954,il est la booba?,neutral
5955,nanala,neutral
5961,la tchipe,neutral
5962,il y a des pseudo marrants chipie c'est vrai,neutral
5964,y a pas de nanala E_N_S,neutral
5976,hannibal un éléphant ca trompe énormément,neutral
5980,les yéyés mdr,neutral
5982,tu écoutes cette brocante?,neutral
5983,Gay bi pv,neutral
5985,sa vient lol,neutral
5991,laquelle?,neutral
5999,elle me l'a dit au tel,neutral
6002,ta petite blague Faustt,neutral
6003,sur l'éléphant?,neutral
6004,!café,neutral
6005,Génial ! chipie part en cuisine pour préparer du _C_] _a_] _f_] _é_],neutral
6007,une grande cuisinière,neutral
6010,grand mere,neutral
6012,!seen arabica,neutral
6013,"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 16 heures, 2 minutes (Bon retour sur www.chaat.fr).",neutral
6015,moi c'est carte noire,neutral
6017,arabicaaaa,neutral
6018,pfff,neutral
6019,Qui est en prison ?,neutral
6020,pas moi,neutral
6021,!tapavu arabica,neutral
6022,l'esprit,neutral
6023,"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 16 heures, 3 minutes (Bon retour sur www.chaat.fr).",neutral
6027,ils ont un cyber,neutral
6028,Lolo,neutral
6030,!seen arabica,neutral
6031,"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 16 heures, 3 minutes (Bon retour sur www.chaat.fr).",neutral
6032,!ricorée,neutral
6033,on y est tous Babybel toi aussi puisque tu es ici mdr,neutral
6034,ennour khti atena niko,neutral
6038,Qui de elancourt?,neutral
6040,"Chaat.fr - n°29655  Aujourd'hui, j'ai rendez-vous chez le coiffeur. Alors que nous parlons football et notamment de Van Persie, ""grand buteur d'Arsenal"", il m'ordonne de ne pas bouger si je ne veux pas perdre une oreille. Je lui réponds : ""Comme Van Gogh."" Il m'a demandé : ""Il joue où, celui-là ?"" VDM ",neutral
6042,les gens du nord,neutral
6045,Ennour:  ki moi ?,neutral
6046,"Cynthia Ann Stephanie Lauper (née le 22 juin 1953)1, dite Cyndi, est une chanteuse, compositrice, actrice et activiste américaine  ;)",neutral
6047,si ca marche aala lol,neutral
6048,Faust tu peut amener ta sœur cest plus facile,neutral
6060,"macumba, macumba, elle danse tous les soirs",neutral
6064,Salut  tout le monde qqun pour discuter gentiment,neutral
6066,Un mec de elancourt ?,neutral
6068," ℹ️ [ INFO Chaat.fr ] ℹ️ :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ✌",neutral
6069,Marocaine pv,neutral
6078,pipoune:  attends,neutral
6081,!seen arabica,neutral
6082,"Arabica (uid505084@Rose.du.Desert) a été vu pour la dernière fois quitter #Passions il y a 16 heures, 6 minutes (Bon retour sur www.chaat.fr).",neutral
6086,petch tu as la pêche toi,neutral
6088,!café chipie,neutral
6089,"hannibal-smith76 offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à chipie >> Un peu de lait, du sucre ? ",neutral
6094,merci hannibal-smith76 :) tu veux boire quoi ?,neutral
6095,aala:  regarde ton pv,neutral
6100,Un mec de elancourt,neutral
6101,un Café ça ira noir sans sucre,neutral
6105,Gens,neutral
6112,Des chiites ici?,neutral
6116,de rien aala,neutral
6121,!café hannibal-smith76,neutral
6131,Hello qui pour discuter ? ☺️,neutral
6139,Qui de elancourt,neutral
6144,!chante kylie minogue,neutral
6145,chipie prend le micro et monte sur son bureau pour chanter avec  kylie. On va faire péter les baffles yéééééééé ♫♪.ılılıll|̲̅̅●̲̅̅|̲̅̅=̲̅̅|̲̅̅●̲̅̅|llılılı.♫♪,neutral
6172,tu veux une gaufre avec de la chantilly chipie,neutral
6182,"Cynthia Ann Stephanie Lauper (née le 22 juin 1953)1, dite Cyndi, est une chanteuse, compositrice, actrice et activiste américaine",neutral
6193,laissez moi chaaaaanter,neutral
6197,chipie:  mdrr tu vas pouvoir chanter bien haut je re plus tard de toute facon,neutral
6199,Il semblerait que nanasse s'offre une bonne pause clope bien meritée (c'est pas bien de fumer),neutral
6208,omg encore,neutral
6209,Moderatrice_des_toilettes: prk tu t'entete a sa : s sa te fat du bien ?,neutral
6218," ℹ️ [ INFO Chaat.fr ] ℹ️ : Ici c'est un lieu gratuit [̲̅€̲̅(̲̅0̲̅)̲̅€̲̅] de discussion, de rencontres amicales 웃 유, pour passer un moment convivial et chaleureux ( ^◡^)(^◡^ )! Alors soyez poli, tolérant et respectueux. Merci et Bon Tchat ❗ ٩(●̮̃•)۶",neutral
