sequence,label
"LeRebelle le néant, j'existais pas...",negative
ki tetzawaj tqolo n3ich wahdi,neutral
Chaat.fr Horoscope - BELIER,neutral
L'étoile de l'islam c'est bien le prophète Mahomet alors que en France un pays  cent pour cent bâtards s,negative
Salam comca59,positive
salut Cindy8640,positive
collège ou lycée ? Ennour ?,neutral
mdrr ouii chipie,positive
اهوكا او يطل على طاقة,neutral 
Sympa3: c de toi ?,neutral
New-man kon tzawajt bi whda tfhmk bi nadra wkima kont mtmani nta omrek matbadel w thawes 3la jdid 😉,positive
troh lahla iredha,neutral
!coca,positive
psssst,neutral
Nailaa:  slm,positive
mdr nanasse,positive
nergresse cv,negative
  quelqu'un a une musolière pour Nanie|sendort svp ?,negative
tssss,negative
La France est une ânerie pour moi,negative
un rhume soigné par un toubib est gratuit un rhume soigné par le pharmacien çà enrichit les labos,negative
Ma3yitch 😂😂😂😂,positive
bueno4: merci mon frr toi alger nn !,positive
c'est joli les cheveux blonds ca evoque les champs de ble en été,positive
mince,negative
bonjour toutes et tous,positive
Hhhhh,positive
se sont entretués ou je reve,negative
Non mais tu es fêlé mon pauvre,negative
Adage un amis tu à ?,neutral
!tendresse  ChoupetteNoPV,positive
Barbapelle,neutral
Racho : ok lol,positive
bonjour Lea,positive
Cc fati,positive
hhhhhh,positive
!clope,negative
8lol,positive
kAyzO choppe brooke et lui mord ses fesses humm ce gout de <3 <3 <3,positive
Fati: payes lui le billet,neutral
23:46:11 <Anim> wahrani31 (Chaat@25ACFBF8.6DFF9345.632DB19E.IP) a quitté #algerie il y a 53 minutes (Mardi 6 Juillet 2021 à 22:52:28) (Bon retour sur www.chaat.fr).,neutral
Ayah|OnAir re c'est quoi cette chanson wawawawaw 😂,negative
YouTube RKam Douga Douga par Moscow Sniper (durée: 11:27) - Vue(s): 1395562,neutral
😏 apparemment Guest32725 veut voir speedd en tof mdrr,neutral
ptdr les filles,positive 
Hmdlh rabi yrza9 kol wahad speedd,neutral
Imen: à tte bn journee,positive
trousse premier secours j'ai tout payé,neutral
khallik yekdheb ki ifikoulou yechbaa dharb Unknown,neutral 
Salut mesange,positive
New-man his the one for me & the best of th best 😎,positive
Naim: CV frr ,neutral
On est en Final ...,positive
bonjour,positive
Ou ma jumelle,neutral
Salam dybala,positive
salam  tous  le monde,positive
!down,negative
. https://www.youtube.com/watch?v=Gj_CLgkEsP0&t=242s,neutral
elinea,neutral
"Chaat.fr - n°21624  Aujourd'hui, après avoir fait un don du sang, on m'a dit de ne pas faire de sport dans les prochaines 24 h. Je ne savais pas que la masturbation était si physique. J'ai eu un malaise en pleine action. VDM ",negative
c'est pas le salon des ptites annonces ici,negative
aller je vous souhaite une bonne et  douce nuit  et ta jeudi,positive
Choupettenopv t l'aime ?,neutral
Bonsoir,positive
béh vous êtes OU :o ,neutral
Personne ne fera comme aimé Jacquet gagné une coupe du monde et l'euro d affiler chapeau  aimé Jacquet,negative
Elolo: pq le mort?,negative
Je pensais que tu dormais sur ton clavier upnext,negative
Wendy_jean95,neutral
Bsr Pauline,positive
Fati cc,positive
Génial ! chipie part en cuisine pour préparer du _C_] _a_] _f_] _é_],neutral
bonjours bonsoir a tout le monde présent dans le tchat comment allez vous ?,positive
"en forme je ne sais pas Mamy, mais toujours là. Je peux juste dire que la nuit au boulot sera longue",negative
speedd:  si tu dis a Imen kiss partout elle saute du balcon,negative
bon italie danemark,neutral
vitaa1 balance un seau d'eau froide sur speedd. Ca va te calmer je pense ;) ,negative
https://youtu.be/axGl9a9czxY,neutral 
Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,positive
Triste ce genre de réaction...,negative
une soirée sans insultes la non je reve :),positive
!tendresse Sephi,positive
au fait killbill as tu lu mon message en pv,neutral
wahou me suis faite mordre elle en a eu marre,negative
elle ne trouve plus la sortie ?,negative
Mtgolich choupettenopv New-man,neutral
"Crepuscule, t'es bien mal renseigner ;) mon ptit comme si c'était mis de force mais sérieux arrêter vos préjuger en CARTON ",negative
"je t'en prie Naim , c normal",positive
!calin,positive
aala:  regarde ton pv,neutral
Il semblerait que nanasse s'offre une bonne pause clope bien meritée (c'est pas bien de fumer),negative
moscoo (Chaat@A5789621.FEF901B9.632DB19E.IP) a été vu pour la dernière fois quitter #algerie il y a 9 minutes (Bon retour sur www.chaat.fr).,negative
"GCDS Oublie-moi, j'ai les yeux qui saignent!",negative
kader31 as Salem le sage homme,neutral
 Bisoussss  new-man,positive
Tu peu aimer sans te marier,positive
voire plusieurs lol je rigole,neutral
sava nasia,positive
Moi aussi,positive
re Castiel salut,positive
juju35 viens en pv,neutral
chipie:  Cyndi Lauper - Money Changes Everything  ;) <3,positive
Mdrrrrrrr DeLuGE1 w les meches mauve lol,positive
machi visible,positive
Ahhhhh,neutral
"en te disant tu n'a pas de contrat tu te casses, zero droits",negative
nta super glue,negative
Salut guest28492 !,positive
hhhhhhhhhhhh,positive
perlea: lol mais pas chaoui ,negative
انا مسلم,positive
ya des fille de quebec ici,neutral
twinsen:  moi quoi ?,neutral
"Tramontane, je dis ça en rigolant aussi histoire qu'ils comprennent mais gentiment avec mon large sourire ORAL B White diamant mdr",neutral
je re slm,neutral
ça va Rubis,positive
23:46:11 <+Jessica> wahrani31 (Chaat@6392A010.FC7012AD.632DB19E.IP) a été vu pour la dernière fois quitter #Accueil il y a 1 minute (Bon retour sur www.chaat.fr).,neutral
Tess_: cc,neutral
Daya:  re,positive
Unknown -_,neutral
coucou tout le monde ici pour faire connaissance sans arrière penser merci,positive
Ils entendent whooohooo !!,positive
plsu de klaxon rien mdr,negative
Je m'éclipse sinon j'vais me faire banne 👋,negative
aw mandhakach m3akom,neutral
ah bon,neutral
vitaa1 tu fais exprès de ne pas me répondre?,negative
C eux qui paiye les test je crois covid,neutral
Merci pour ce moment de musique Didi33 ♫♪♩,positive
"à quoi, tes frites ? hannibal-smith76",neutral
Wallas freeeeeeedoooooom 😂,positive
diablotin:  tu te proposes si gentiement,positive
tu raconte n impe,negative
Salam new-man,positive
markaw espagne  waraw drapeau taa dzayer hhhhhhhhhhhhh,neutral
!calin ChoupetteNoPV cherie,positive
ah je conais pas,negative
Je savais plu,negative
mdrrrrrr Unknown ,positive
Chacal:  Bien merci,positive
!seen sweetness,positive
ça sent bon pour moi hannibal-smith76|venere mdrrrr,negatif
douce comme un cactus,negative
Sont réveillés dès 8h hein,neutral
diablotin mummy=maman,neutral
tu as vu non nouveau truc sur mon bot,neutral
Tout le monde va bien?,positive
Ltisia › Par contre les majs ça pique les noeils,negative
hannibal-smith76 > je ne me souviens pas avoir vu miss_tyk.,neutral
nopv,negative
Lol  chipie,positive
je ne crois pas en la presse Desesperance,negative
Unknown hdra gratuit lol,positive
je te jure autant le jeté à la mer,negative
çà manque @,negative
mdrrrrrrrrrrrrr,positive
pipoune:  chipie Bonsoir Mesdemoiselles ^^,positive
comment va tu,positive
ba moi pas,negative
muahahah la france,neutral
mdrr samedii,positive
ki yetzawjo,positive
Cindys-o-u-m-i-s-e: tu es voilée?,neutral
"non Caramelo , pas de cam, on voit assez d'horreurs à la télé",negative
@KnuX merci mon frere,positive
"moi, c'était hier, chipie : 300m sous la pluie en revenant de mes courses",neutral
hhhhhhhhhhh,positive
T d'où exactement,neutral
toto: bnjr frr ara domino nelaabo,positive
Salamat ala rasak salamo,neutral
merci guect,positive
bojik: technique italienne de bus et contre attaque,neutral
c'est ta compassion angélique qui parle,neutral
"diablotin je sais pas si j'aurai dû le dire du coup, je vais rameuter toute une meute...",negative
Bonsoir,positive
👏 cheba3touna  hhhhhh,positive
hannibal-smith76|venere !!!!!!,negative
Tramontane:  j'ai mon brevet Santé,positive
je suis pas né de la dernière pluie ok ?,negative
Babycrew fait un énorme Kiiiiisss à spring,positive
bas si l'italie perd,neutral
"moi  je vais aller en france, me déclarer corona",negative
la cuisine çà me passionne,positive
Belkacem|dz:  fi palum beach,neutral
Racho vive toi 😂,positive
baloo|fb: cv,positive
"Davros : au moins ça t'a un peu changé, de te faire jeter.",positive
tu veux pas sucer la bite kat,negative
للابد جهنم ههههههه,neutral
Dina cc,positive
Speedd https://www.youtube.com/watch?v=LjpnfFhOkS8,neutral
o nen fini pas Desesperance,negative
Killbill t une visionnaire,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Pour préserver la sécurité de votre identité virtuelle, enregistrez votre pseudo\xa0(c'est gratuit) (◦'⌣'◦)/  ➤  https://www.chaat.fr/register",neutral
cela s'appelle un  pv xlormilena,neutral
Fait lourd !!,negative
Belkacem|Abs: rak àbsen kifah cheft hhhhhhhh,neutral
fort1 bien merci,positive
Cest moi la lumiere,neutral
"Bsr ,tu disais quoi Maude ,j'arrive!",neutral
salem alikom,positive
Unkwown salam re,positive
la liste est longue,negative
"nasia:  azul bonsoir , ça va",positive
Jamais mieux servi que par soi même x),neutral
Barbie cc,positive
par contre un paquet d autres oui lol,neutral
justeen: ça va,positive
c est toi qui as qui ferait le gage que je veux si l italie gagne,neutral
Nilinnaa je te cede les autres  lol  j prend trop de place,negative
danemark italie,neutral
Imen:  la routine te9tel koulech,positive
diablotin Ben oui mais c'est toi qui a remis ça sur le tapis,neutral
Hello,positive
"enfin je tente Mamy, mais pas grand chose à faire, je vais lutter contr ele sommeil jusqu'a 07h",negative
Heuuuu,neutral
v https://youtu.be/K5KAc5CoCuk,neutral
je n'ai pas cette faculté faustt,negative
eurasienne: bnjr cv,positive
bonjour salut,positive
rebi tayhek maa diyaba,neutral
donc jeune Mamy ;),neutral
Hahaha killbill,positive
Il s est passé quoi sans indiscrétion forseti ?,neutral
je vais bien merci,positive
Angels: il a quitté ,negative
escuse j suis pas a fondr dedans,negative
السلام Adage,neutral
dehors les p'tit viennent me voir et me demande si je suis aquaman,neutral
"Caramelo, mais c'est super jolie comme village ",positive
hannibal-smith76: je veux mon n'veu! mdr,positive
merciii a vous,positive
coucou mon santa barbara carpediem1 ^^,positive
Damien coucouuu,positive
"Inno: lala, un autre a pris son psd et la enegistré",negative
Belkacem|dz:  chhal hatta loukan dkhelt wasthoum ana makhalawnich,neutral
J'ai eu un bug les gens avec qui je parlais revenez lol,negative
"nanasse, Dans TA brousse à toi alors *-*",neutral
Bonjour,positive
t3ayfou,neutral
loll ma TiteLilyRose,positive
3ayitni,neutral
bonsoir,positive
fake news ça grominet01 ! lol,negative
"Crepuscule, t'es nul là (: ",negative
Il reste une marche...la plus haute,negative
Le_Seigneur_Des_Tomb bah envoie jveux découvrir dude,neutral
cc bàbycrew ^^,neutral
bah clairement 30 secondes c'est giga bien,positive
Candice: bonsoir,positive
trop de gentillesse Tess_,positive
tss tsss stage,negative
Ptdrrrrrrrrr,positive
va falloir que je depense tout ca en marche,neutral
Ahhh voilà,positive
Candice pousse Candice dans la piscine pour s'en débarasser! PLOUF !!!  ._.·´¯(_..·´¯(_ t(>.<t)..·´¯(_..·´¯(.,negative
"Ania (Chaat@CE644ADC.16FB9483.1233661.IP) a été vu pour la dernière fois quitter #Accueil il y a 16 heures, 39 minutes (Bon retour sur www.chaat.fr).",neutral
moi ses sabrine juste a la recherche d'une relation sérieuse sincère et amoureuise,positive
Moi je tire au fusil dans le ciel.,negative
chipie faut arrêter les omelettes,negative
"YouTube Sarah Brightman & Andrea Bocelli - Time To Say Goodbye (Bambi Awards, Germany, November 2007) par filipos2007 (durée: 5:17) - Vue(s): 370666",neutral
comment vas tu lune- depuis le temps ?,positive
pour le voir en concert,neutral
!kiss Esteban31|DiaL-MuSic|OnAiR*,neutral
Chuck Norris sait faire des barbecue au fond de la mer.        ,positive
C'est vide de sens,negative
Avec Seen,neutral
Par contre c quest nul c que lhopital tu paiye,negative
pas une vraie Mamy du coup,negative
"ennour je vais tout déverser dans sa gorge et, le pistolet sur la tempe, je l'oblige a avaler ma semence jusqu'à la derniere goutte",negative
bjr flamencita,positive
Maude2b,neutral
 new-man prend DialoguerSimplement dans ses bras et lui fait un énorme calin ❤❤❤,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ : Ici c'est un lieu gratuit [̲̅€̲̅(̲̅0̲̅)̲̅€̲̅] de discussion, de rencontres amicales 웃 유, pour passer un moment convivial et chaleureux ( ^◡^)(^◡^ )! Alors soyez poli, tolérant et respectueux. Merci et Bon Tchat ❗ ٩(●̮̃•)۶",positive
Salamon: tu nas aucune chance de le recuperer,negative
tastahzi,neutral
Venez me parler en privé je m'ennuie,negative
"bigoook1, tu devrais changer aussi le 36 M s*x ",neutral
hhhhhhhhhhhh,positive
Speedd athala fi arabica :),positive
!voice toto,neutral
pourtant je vis en dessous du seuil de pauvreté,negative
Salut ça va,positive
bonsoir,positive
atzawaj b vendredi,neutral
Hollaaaa,positive
هههههه,neutral
j ai juste pas relevé,neutral
Samedii mdr goul bismillah matestechfach waara denia hhhhhh,positive
de meme Brune,positive
speedd:  tu adore le mot partout toi hhhh,positive
Non une fatalité sniffff,negative
n empeche que Desesperance,negative
C'est quoi la marque Tess_ ?,neutral
ouiiiii,positive
!seen julie35,neutral
J'ai une trop pitite bouche,negative
Mamy si gravé,neutral
vitaa1 winek?,neutral
"Chaat.fr - n°31458  Aujourd'hui, ma voisine d'en bas me dit : ""Vous vous levez de plus en plus tard..."" Étonnée, je lui demande comment elle sait ça. Elle me lance : ""Au début, vous vous leviez à 6 h 45, puis 7 h et aujourd'hui 7 h 20... J'ai pris l'habitude d'écouter votre chasse d'eau !"" VDM ",negative
Bonsoir,positive
Where do you live,neutral
Ya Hasrah!!,neutral
jamais fait à la graisse de boeuf j'essayerais,neutral
pour dire quoi,negative
Adage: هل فتحتي لهم كي يتنفسو,neutral
Killbill wou wou 😁,neutral
genre 5 euros par an happyy,neutral
l'esprit,neutral
Où des bières xD,positive
mdrr,positive
speedd:  bjr sahit khou,positive
marche pas,negative
arabica sava princesse,positive
Adage tu à 7 vissage  https://photos.app.goo.gl/1uYLxe1o8EzhZr2P7,neutral
Chacun sa technique,neutral
Deluge c'est bon,positive
"c ca, plus qu a me taire",negative
je re,positive
samedi tsma twla rajel lol hhhhhhhh,neutral
"alors que les moustiques sont attirés par l odeur des corps et le gaz carbonique, d apres les études la lumiére n'a aucun influence",neutral
Ah mince nanasse,negative
Terre-Hermess: je bosse ni la nuit ni le jour lol,neutral
Ca va toi tramontane,positive
Bnsf,positive
coucou Xavier10- bisous ^^,positive
Imen 3andi Yasser mashartech,neutral
Lueur bsr,positive
c koi une chanson,neutral
rah yahbess qalbi lol,positive
!plouf Naim,neutral
COMMENT PEUX ONT CAUTIONNAI D TEL AGISSEMENTS VENANT D UN VOYOU,negative
Un mec de elancourt,neutral
Toto je ne suis pas intéressée merci,negative
"Crepuscule, j'ai jamais vu de mec avec un voile perso (: encore moin un mec voilée soumis ",negative
Arabica il a l'air amoureux mdr,positive
Et du fitching,neutral
Tir au but a alors,neutral
ههههههههه,neutral
Barbapapa:  ils vont te demander des barbatrucs lol,neutral
salut,positive
Inno  slm   MCI,neutral
perlea: regard hhh,positive
ce n est pas encore fait,negative
Merciii killbill,positive
ect...,neutral
avec tout ça tu me donnes raison kAyzO ;),positive
je t'attends toujours,negative
pipoune:  re slt  comment faire !,positive
"Tramontane, oui c'est riche",positive
Bonsoir bonsoir,positive
ça c'est pas fait killbill,negative
sir thawa,neutral
et toi ?,neutral
hhhhhhhhh,positive
bonjour barth,positive
Linda  slt,positive
Unknown hhhhhhhhhh,neutral
"oula pas d'anglais avec moi Mamy, sinon je vais etre perdu lol",negative
  coucher brutus,negative
Oui en Arabie,positive
Vladcarstein: pour moi tromper est faire une chose que tu n'avoues pas,neutral
inconnue1: hhhh,positive
مسلمون,neutral
Valentina: ça a bugué quand tu allais m'envoyer ta photo,negative
et pas la peine de faire les vitres il pleut,negative
Dispo,neutral
Babycrew hamdouallah merci,positive
Argelino1 je vais Bein iselemk,positive
je crains le pire  j'ai peur lol,negative
bueno4:  win raaaaaaaaaaaaaaaaaakkkkkkkkkkkk,neutral
Popeye mdr oui,positive
Cc saperlipopette,neutral
ay likom,neutral
bonsoir Malicia_,positive
Comme ça,neutral
enta trop direct said55,neutral
oui va va Imen et toi,positive
Ladyice ???,neutral
pas moi,negative
hannibal mdr,positive
"Mince, c'est la fin de l'animation Radio de Maude2b, merci à toi ! ♫♪♩",negative
Bonjour des chtis ici?,positive
De quoi qui manque,neutral
Unknown: c bn c'était un Chapitre drk un autr,negative
tiens un ours,neutral
Shannon en pv,neutral
Adage quoi hahahah,positive
Bonne nuit a tous,positive
merci hannibal-smith76,positive
!kiss eurasienne|vivaitalia,positive
https://usercontent.irccloud-cdn.com/file/3hQX9fa2/Screenshot_20210705_130836.jpg,neutral
En faite,neutral
Crépuscule je l ai vu sombrer de jour en jour de cette maladie,negative
Nasia je suis en Kabylie dans la montagne,negative
speedd le rapide,neutral 
vitaa1: nesch desactive,negative
mamy lol xD,positive
vitaa1   hanounek whreni rah mrid,negative
ah rien qu'en y repensant je suis cuit ><,negative
Cam toi cam ? Un mec et une meuf ou deux meuf et un mec possible,negative
Imen:  cc,positive
YouTube أجمل اغنية ريميكس في التاريخ روووعة حماس par Crafting Games (durée: 3:39) - Vue(s): 66144,neutral
manger 5 fruits et légumes,neutral
mdrr,positive
hhhhhhhhhhhhh,positive
allez bonne soirée le monde,positive
Colliour c la classe,positive
Un peu fatiguée,negative
Cin > je ne me souviens pas avoir vu julie35.,neutral
Tlemcen13 salam,positive
    bang !!! bang !!!! bang  !!!!  fait ! new-man apres se pauvre canard qui s'envole !! et le canard fait coin !!!! coin !!!! coin !!!! mais laissez moi enfin tranquille  !!!!! et lache une enooooooooooooorme !!!!!!!!!!!!!!!! fiente sur la tete de new-man et sa fait splatch !!!! sur la tete du chasseur ,negative
deja rani mwagaf,neutral
Myrtille:  clic sur le pseudo avec qui tu veux faire un pv et ouvre message privé,neutral
Oui j' aime bien,positive
non je ne crois pas,negative
speedd le rapide ça va,positive
New-man slt la famille,positive
"italiens ces gros porcs ont kasi rien foutu pendant 120mn et gagnent aux tirs aux but ,quelle injustice jsui ecoeuré dégouté .Pauvres espagnols qui meritaient a 90% de gagner",negative
Speedd ça c est bien vrai,positive
https://youtu.be/5C6pLmv_A34,neutral
mort,negative
"je vais continuer le match, bye",negative
bonjour LadyIce,positive
YouTube Nathalie Cardone - Hasta siempre (Official Video HD) par Nathalie Cardone (durée: 5:02) - Vue(s): 15383992,neutral
bonsoir,positive
C'est pour la conservation Mamy?,neutral
cv Inno  et  toi,neutral
Vincent 59 comment faire pour parler en privé à 2,neutral
jeanne,neutral
bonsoir Fan1414,positive
New-man lllllooooolllll ghi li 3ndo draham brk 😂 😂 😂 😂 😂 😂,positive
speedd: Loukan vitaa1 djat rajel kanou yssimiwha ....El mokh Tar !! lol,neutral
baloo|fb: 😜😜😂😂😂😂😂,positive
Speedd xD,positive
Et va te prendre sa fera un con de moins sur terre,negative
ma chere killbill vous revez,negative
Coucou hamsterjovial,positive
Ah  bon vladcarstein,neutral
Bonsoir Ludo,positive
kat femme fontaine qui chialle,negative
Racho ahh non pas vrai 😂,positive
Belkacem bonsoir,positive
tamni yakhi brabi wa3lah matouhkmich bima anzala allah,neutral
Le_Seigneur_Des_Tombes Oui c'est agréable...,positive
tu remarqueras que je ne dis pas bonjour à tout le monde Enissay,negative
Adage https://photos.app.goo.gl/E4VXmKFPXpwMWGeh6,neutral
oui sinon comment allez vpous,positive
Killbill oui bien sur a l epoque disons,positive
ca va bien ? ladylce,positive
oui pareil en fait ici ^^,neutral
oui argel pv,neutral
sur lequel se fonde la civilisation,neutral
mdr Sephi,positive
il aurait pas dû mourir snif snif snif vraiment j'avais pleuré et tout,negative
Y'a pas de cam ici tous des coincé aller je me le casse,negative
Adage <3,positive
Bonjour happyy :),positive
bonne idée,positive
ah bon happy je croyais qui fallait au oins regle un forfait associatif happyy,positive
bonjour belle fleur,positive
+PoPeYe sahit khouya,neutral
Crépuscule,neutral
elle est hyper loin la dechetterie de chezmoi happyy,negative
!calin,positive
Re bonsoir tout le monde,positive
Babycrew j'allais envoyer une notice,neutral
hhhhhhh,positive
je re je vais me café un café qui en veut,positive
baloo:  salem,positive
انك تريد معرفة كل شيء عني,neutral
Magnifique,positive
looping|222 T'es réducteur!,negative
massage des pieds au passage,positive 
qui pv,neutral
puis le confinement terminé tout ça,negative
!tapavu vilaine,negative
même dans l'automobile,neutral
Imen: oui kayna 3afaf w kafaf,positive
Aucune réponse n'a été trouvée.,negative
Coquine pour priver ? :),neutral
+hannibal- bonsoir,positive
speedd: ahlin kifak ana mniha hmdlh 😊😊😊😊🙏🏻,neutral
oui oui je pense speedd yak t es moche non ptdrrr,negative
labes b khir hamdoullilah ouenti? nsia,neutral
T'as lu le livre de karl zéro 1 sur 5 Desesperance?,neutral
new-man merci c'est  gentille mon frère,positive
Nanars et gestion,neutral
Wouawou ca existe encore caramail lol,positive
ta chatte déborde d'un jet aussi élevé que celui de genève,negative
andi decalage horraire,negative
vitaa1: bueno4 raho Maa lbrakkkkk,neutral
"LeRebelle ben oui mais que veux tu, j'étais pas née je crois...",neutral
😂 speedd hssabli soukna,positive
re Castiel bisous :),positive
Wallas reste tranquille avec ayah,negative
Plus de 20 milliards,positive
Adage la vie ce n'ai que un passage https://photos.app.goo.gl/ZQwd51y8S16zK5TLA,neutral
Imen:  looool jai des convoi de calins juste pour ma ChoupetteNoPV,positive
Ah oui Romantiqua ??,neutral
Chouchou3953:  bonjour brother merci kisss,positive
c'est pas le bois de boulogne ici Labrune ,negative
salut panthère rose,positive
Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤,positive
moi cv bien,positive
الرقية غير سيئة,positive
tu ressemble au barbie des années 40 mdr,positive
ha ha ha,positive
Bonsoir killbill.,positive
Ladyice y a des heures précises lol,neutral
Unknown lol vive riba,positive
peni,positive
spece de radouilleur KarantezTener|Etincelles|OnAir,negative
Salamo jedatek goulha krahna la routine,neutral
!love killbill,positive
hhhhh,positive
"pronostics pour l'euro , l'Angleterre va gagner",positive
Salut recherche pv sympa,neutral
Rudboy ah bon !,neutral
!seen BatataDz,neutral
loane non ça va et toi,neutral
o ndebelha,neutral
Karim23 hmd merci wenta,positive
tchat,neutral
samedii: oui fu tri9 hhh,positive
ماذا,neutral
tfais du piano damn,positive
Lol nanasse,positive
support informatique,neutral
lundi,neutral
bonsoir a tous,positive
Oui je suis en avance sur mon temps,positive
Loogan:  pas de religion ici,neutral
"new-man prend DialoguerSimplement dans ses bras, et lui fait un super calin <3 C'est ça l'amour ♥(Ɔ ˘⌣˘)˘⌣˘ C)♥",positive
bueno4 elle es comme celle la https://photos.app.goo.gl/PMtN96gzW6LMMprX7,neutral
cherche femme pour bras anusien fast dm ig,neutral
Arabica إنه جدًا ما ترسمه سأحاول أيضًا,neutral
Unknown: hhh,neutral
nanana nanananaa,positive
bonne soirée,positive
En fait j'plains sa daronne surtout,negative
!seen ania,neutral
il a rincé benzé,negative
qui ca qu a fait le mort hier?,negative
"Salamo tu es calme oui xD , moi jai 7 visages xD",positive
Imen:  rahate lgawwriya  lol nheb zid arbiya,positive
Moi mes souhaits de finir martyre pour ma cause exacte,negative
New-man nn 3wed a9ra tfhm 🙃,positive
https://youtu.be/-9PH_kNibEY?list=RDGMEMuwWBfx7rPETGLVnrN3udpQ,neutral
Bonsoir Mesange.,positive
c'est pas moi,negative
merci idem Hannibal,neutral
bonjour Xavier10-,positive
coucou ysa-56 bisous :),positive
testahel lol,positive
+OkitooSd hhhhhhh kirak chahowala had rayba khouya,negative
perlea: cv,positive
"Tramontane, Argeles non c'est pas un bordel à ciel ouvert :p ",negative
perlea: hhh douga douga,neutral
quel temps chez moi demain chipie lol,negative
bueno4: mes salution distinguee lol cv frr,positive
😏 hani choufouni,neutral
redDol:  cc,positive
!seen imadd,neutral
salut hujj,positive
mdr Inno speedd,neutral
😏 speedd,neutral
bonjour Shannon,positive
mdrrr,neutral
je suis d accord Desesperance,positive
Crépuscule l être humain est basique et binaire,negative
bellareje,neutral
ay toule aloulade,neutral 
Tout a changé en moi,neutral
Bonjour bisous chipie,positive
eurasienne|occupe > on t'a enfin trouvé une occupation ?,negative
Adage: slm a tte nchlh,positive
C ki les boulets tramontane  lol,neutral
non plus,negative
f tes reves lol,negative
speedd:  non activé,positive
Vous avez déjeuner,neutral
toto: sefra beida khyar,neutral
hhhhhhhhhhhhhhh,neutral
tramontane,neutral
Imen:  la routine te9tel  lol vive jdid,neutral
re nanasse,neutral
loka ndiralkom smena wla chhar bla rgade,neutral
bonjour sev2845,positive
Speedd kebda dob mais machi bessbab skhana 😂😅,positive
mais elles durent toutes env 10 secondes...,neutral
Bonne nuit lerebelle,positive
Bonjour  tom,positive
Merde lol,negative
LoL Massss,positive
bonsoir!,positive
Salamo ecris en arabe !,neutral
Condoléance looping|22,negative
tu piques LadyIce ?,negative
"bigoook1, je vais te dire Kawed tu dois comprendre ;) ",neutral
les autres sport keudal,negative
Cc sev2845,positive
 ♪♪♫♫♫ On Ecoute 🎧 Disha|DiaL-MuSic|OnAiR KarantezTener|Etincelles|OnAir Maude2b|US-Route-66|OnAir En live ! Faites !radio pour avoir les liens des Radios de vos DJ ! ou Activez le player en bas de page sur les boutons :▶│┄ ᴧ,neutral
T'es grillée apparemment Elolo,negative
alors allons y,positive
Candice complètement !,positive
que la france soit éliminée mdr,negative
passé quand même une bonne journée <3,positive
Mamy: tu fais tourner des têtes ou monter la sève mdr,neutral
!down,negative
ta rare beauté me réchauffe le coeur,positive
"Caramelo, non tkp rien de chelou ",positive
vitaa1: Mdr,positive
Racho:  vive nous lol,positive
cc Ayah bises :),positive
walah labess aliya khouya new-man sahit aala voice,neutral
https://www.youtube.com/watch?v=aS1no1myeTM,neutral
hannibal-smith76|venere c est quand la finale ?,neutral
"En tout cas bons sons, merci.",positive
merci Ayah|OnAir,positive
lol Barbapapa,positive
eurasienne|vivaitalia:  non serieux    tu ne dis rien   aux  deux  petsses  AbMo et  MacDeluxe  ?  t'as bien vu qu ils m ont provoquer  lol,negative
Jai une banane moi titeseve,positive
Arabica @nasia 🌹,positive
BlackPuiiiissant > je ne me souviens pas avoir vu imaane.,negative
bonjour Kayzo,positive
lalaaaaaaaaaa:  pseudo twil  njib m9asssss,positive
Speedd hadi google traduction mayjibhach,neutral
Bsr lueur je vais bien wenti Labess bisous,positive
Unknown: je t'ai promis le mariage et je t'ai trahis ? 😂😂,negative
Samedii بشويا 😮,neutral
Speedd oui tu m'as eu lol,neutral
Bjr Babycrew1 :) bise,positive
Sympa3: peut etre quelle a pas envie de te parler,negative
oui killbill je pense,positive
la croix noir de l'étiquette du salon,neutral
Soon quoi?,neutral
"oui chipie, tu es la seule gentille ici !",positive
perlea: accroches toi,neutral
re miss nanasse :),positive
deux heures pour mettre un but mdr,negative
J ai vu ça 😆,neutral
Arabica bsr bisous ca va🌹❤️💋,positive
" ℹ️ [ INFO Chaat.fr ] ℹ️ :Facebook® Pour suivre l'actualité du TChat, https://www.facebook.com/chaatfr ✌",neutral
mais le piano c'est un truc de dom,neutral
Oui deluge شكرا أنا بخير. آمل أنت أيضا,neutral 
Inno > je ne me souviens pas avoir vu new_man.,neutral
nasia: hhhh,positive
Le pire ça doit être les enterrements,negative
Hiba cc,positive
hhhhhh,positive
lerebelle,neutral
H-Lamberty: loll,neutral
Mdrrrr,positive
merci,positive
Ennour:  autant pour moi alors,positive
Hello,positive
bueno4:  que dale,negative
m oi j aime brune yeux marrons lol,neutral
sefra speedd,neutral
mar3oubine bla mazeltou machaftou walou,neutral
N'oublie pas eurasienne|vivaitalia !!,neutral
je ten prie frere Salamon,positive
ah tiens Elolo le pluriel de ail :),neutral
Barbapapa: le soleil est dans ton coeur,positive
Je veux bien que les gars soit fautif dans la majorité des cas mais dans certains les femmes sont plus responsable,negative
