sequence;camembert label;camembert score;label;
"Instable, ne me parlez pas de m'installer";negative;0,825247943401337;negative;
"Quand t'es différent des autres, on veut te castagner";neutral;0,517736256122589;negative;
"T'es malheureux quand t'as qu'un rêve et que tes parents ne veulent pas";neutral;0,579572021961212;negative;
"Traîner vers le bas, t'inquiète, je te promets de me battre";neutral;0,612525582313538;;
"Non, je n'aime pas quand je me promène et que je vois";negative;0,866687834262848;;
"Ce petit qui se fait traquer pour des problèmes de poids";negative;0,681284010410309;negative;
"Mais pour qui se prend-on ? De tristes pantins";negative;0,866174519062042;negative;
"J'écris c'te pensée pour que Le Christ m'entende";positive;0,891321122646332;;
"Et, dans nos cœurs, on est à l'ère de L'Âge de Glace";positive;0,913846671581268;;
"Aymé ? C'est plus qu'un personnage de H, nan";neutral;0,566066026687622;;
"On n'est pas des codes barres";neutral;0,651587069034576;;
"T'as la cote sur les réseaux puis ta côte part, nan";negative;0,897267460823059;negative;
"T'as la cote sur les réseaux puis ta côte part";negative;0,849260926246643;negative;
"Le regard des gens t'amènera devant le mirage du miroir";neutral;0,649105787277222;;
"Mais, moi, j'ai la rage, ma vision du Rap, elle est rare";positive;0,955200731754303;;
"Tant qu'un misérable s'endormira dans la rame";negative;0,988493740558624;negative;
"Pendant que le rat se réchauffera sur les rails";neutral;0,544249594211578;;
"Vu qu'on forme des copies conformes";neutral;0,577931642532349;;
"Qui ne pensent qu'à leur petit confort";neutral;0,533707439899445;;
"Rien à foutre de rienC'est le retour de Ken Masters";negative;0,976353943347931;negative;
"Kenshin, Kentaro, Ken ken ta sœur";positive;0,885369896888733;negative;
"On veut tous se mettre bien, rien ne sert de nier";positive;0,847694098949432;;
"On est là, on bougera pas de là maintenant qu'on y est";positive;0,909847438335419;;
"Y a que quand j'suis premier que j'reste à ma place";neutral;0,567084133625031;;
"Et y a que quand j'suis premier que j'reste à ma place";neutral;0,575490772724152;;
"Ça, c'est pour les miens, nos destins sont liés";positive;0,923475325107574;;
"Et y a que quand j'suis premier, yeah";neutral;0,60810261964798;;
"C'est sur la Seine que les premières lueurs du matin déteignent";neutral;0,514644622802734;;
"L'humanité meurt depuis qu'on a quitté l'Jardin d'Éden";positive;0,677591025829315;negative;
"On a le rêve dans le cœur, le cauchemar dans les veines";positive;0,950353384017944;negative;
"Mais plus je monte et plus j'm'identifie à Martin Eden";positive;0,954033017158508;;
"Moi, j'suis un babtou à part ; j'vois plein de babtous pompeux";negative;0,767539799213409;;
"Mais sache que les babtous comme moi";neutral;0,598917663097382;;
"N'aiment pas les babtous comme eux";neutral;0,598062813282013;;
"Surtout quand les babtous ont peur";neutral;0,621767342090607;;
"J'devais bicrave cette beuh mais j'm'allume un bédo";negative;0,713222324848175;;
"Puis deux, puis un autre";neutral;0,519507884979248;;
"Et j'oublie tout sur cette putain de mélodie de piano";negative;0,990717351436615;;
"J'pense à c'garçon si fier, un jour, ses soucis s'intensifièrent";positive;0,752538561820984;;
"Dire qu'on s'est vus hier, aujourd'hui, il survit sur une civière";negative;0,686468660831451;negative;
"Subir un traumatisme mais t'remettre à moitié";negative;0,675217032432556;negative;
"Entre médicaments et came";negative;0,922048926353455;negative;
"Autrement dit, la trame est dramatique";positive;0,777386724948883;;
"Mais, pour faire la fête, pas besoin d'méthamphétamine";negative;0,678822994232178;;
"En fait, t'es faible, frère, mais maintenant fais ta vie";positive;0,781999230384827;;
"J'mets la nitro, j'veux une femme ni trop bête ni trop belle";neutral;0,554336369037628;;
"J'fume de l'hydroponique, j'bois de l'hydromel";neutral;0,54290109872818;;
"On embarque tout l'équipage ou le bateau ne part pas";neutral;0,634391069412231;;
"Si tu parles de ceux qui parlent, fais pas croire que tu parles pas";neutral;0,528017461299896;;
"J'ai vomi dans la Benzo, de mon homie Kezo";negative;0,726413011550903;negative;
"Nouveau hoodie Kenzo, c'est comme ça que Ken zone";positive;0,696189820766449;;
"J'me téléporte dans la Batcave, j'aime pas les porcs mais pas que";neutral;0,627414703369141;;
"""Bla bla bla bla bla"" : ta gueule, j'ai claqué les portes comme un baqueu";negative;0,95910519361496;negative;
"Ceux qui n'aiment pas le petit Grec seront en rogne";neutral;0,598945558071136;;
"J'm'en tape tant que mes tigresses ronronnent";negative;0,812072217464447;;
"Mes ennemis sont en bad vu qu'ils sont en bas de";neutral;0,554706871509552;negative;
"L'échelle, et j'me fais lécher par les modèles d'Aubade";neutral;0,641599059104919;;
"Ah, rien ne sert de nier, y a pas meilleur que nous, y a";positive;0,749702394008636;;
"Connectés aux piliers de L.A. jusqu'à 'ke-New-Yor'";positive;0,842115640640259;;
"Voyage en avion, on a pris un billet";negative;0,763743221759796;;
"On a fait le show et on a pris un billet";neutral;0,525416076183319;;
"On veut s'mettre bien, rien ne sert de nier";positive;0,758399128913879;;
"Et y a que quand j'suis premier, yeah, yeah";neutral;0,633047640323639;;
"J'ai passé mon adolescence à voler secrètement";positive;0,725252091884613;negative;
"Si je te disais que je regrette, ce serait te mentir";negative;0,826920807361603;negative;
"Maintenant, je sais que tu peux te faire serrer demain";neutral;0,591897904872894;;
"Et rien ne vaut le sentiment de vivre sereinement";positive;0,935789704322815;;
"La vie n'est qu'une escale, et ton corps n'est qu'un emprunt";positive;0,869733095169067;;
"Tu te plains, mais pense à la mort parce qu'elle est encore pire";neutral;0,592139482498169;;
"Grosse galère, on escaladait les grilles des immeubles";negative;0,973705649375916;negative;
"Afin de s'caler dans les cages d'escalier pour dormir";negative;0,857465505599976;negative;
"On était ensemble pour la mettre à l'envers dans tous les endroits";neutral;0,641234576702118;;
"Fasciné par les voyous, je voulais leur ressembler";positive;0,847976863384247;negative;
"Mais leurs cœurs étaient secs et je le ressentais";positive;0,810969531536102;negative;
"J'essaye de rester un gosse";negative;0,73151558637619;;
"Y'a que quand t'es un gosse que t'es heureux sans blé";neutral;0,611588478088379;;
"Je me sens très faible, mauvais rejeton";negative;0,996421456336975;negative;
"Je fais un rejet quand les gens sans cœur viennent se greffer";neutral;0,575837016105652;;
"Ma mère, elle pensait pas que j'irais zoner";neutral;0,533640921115875;;
"Que j'élargirais mon réseau, prenant des risques irraisonnés";neutral;0,547048985958099;negative;
"Des risques, j'en ai pris, gars, ça partait en tape débile";negative;0,989821553230286;negative;
"J'me suis retrouvé à la brigade départementale des mineurs";negative;0,809938848018646;negative;
"C'était l'âge, fallait qu'ça passe";neutral;0,618028342723846;;
"Après la haine vient la paix, comme El-Hajj Malik El-Shabazz";positive;0,848384201526642;;
"On m'a dit : ""Maîtrise ta colère."", est-ce que j'étais triste à tort ?";positive;0,715857565402985;;
"J'avais la directrice à dos, est-ce que c'était qu'une crise d'ado ?";negative;0,835363864898682;;
"Un parcours vrillé, un samedi soir en gardav'";negative;0,948099732398987;negative;
"Un mec m'a dit : ""T'es là pourquoi ?"", j'ai répondu : ""J'suis là pour briller""";neutral;0,518999755382538;;
"On contamine leurs tchoins, faut qu'on termine le job";negative;0,886509954929352;;
"Moi j'écris pour mes gens comme Quentin Miller";positive;0,759317934513092;;
"Accélère si on  te choppe";neutral;0,541626572608948;;
"La première relation t'a fait souffrir donc t'esquinteras la dernière";negative;0,739484131336212;;
"Mais, la rregue, c'est comme une escalade aux règles infernales";neutral;0,59542578458786;;
"Et ça réglait ses comptes à coups d'extincteur à l'internat";neutral;0,523018717765808;;
"Quand s'arrêtent les secondes d'une nuit sans fin que plus rien n'alternera";neutral;0,529037058353424;;
"Jamais seuls, alors mes scarla pleurent à l'intervalle";positive;0,791600227355957;;
"La peur à l'intérieur, on la tue mais on l'enterre mal";positive;0,731885373592377;negative;
"Cher monsieur, on s'construit sur des bases déséquilibrées";negative;0,869594871997833;;
"En amour, j'nique tout, obligé d'dévaster ce qui m'effraie";neutral;0,520834863185883;;
"Te laisse pas manquer d'respect quand un mec te drague, miss";neutral;0,529497683048248;;
"Si j'étais bien dans ma tête, j'aurais pas fait l'choix d'être artiste";neutral;0,579791963100433;;
"Vends-leur ton putain d'rap lisse et le contrat glisse";neutral;0,548608958721161;;
"Wesh, j'vois plus tes potes sur la tracklist";neutral;0,617005884647369;negative;
"Vu comment tu suces, ça m'étonnerait qu'on t'shoote";neutral;0,614055693149567;negative;
"Indépendants comme PNL, on veut être les premiers comme JuL";positive;0,70755010843277;;
"Personne ne vole plus que le maire";neutral;0,5143021941185;;
"Mais c'est toujours les miens qu'on descend";positive;0,692297279834747;negative;
"Les jeux de lumières dans le ciel";positive;0,769287705421448;;
"Rendent les nuages incandescents";neutral;0,515135943889618;;
"Les flics butent en toute impunité";neutral;0,650514900684357;negative;
"Y'a plus cette putain d'unité, ils appellent au boycott";negative;0,939029276371002;;
"Quand j'sors ma plume, pour dépeindre une idée";neutral;0,519143521785736;;
"Nostalgique sur des samples de jazz";positive;0,774117588996887;;
"Que reste t-il de l'exemple du Che ?";neutral;0,513622879981995;;
"Des ONG dans les zones danger";positive;0,706688821315765;;
"Et le pillage de l'Afrique s'entretient";neutral;0,531515419483185;;
"C'est le piège du fric, c'est l'histoire du diable";negative;0,688386201858521;negative;
"Et nous on a que nos vies";positive;0,827493488788605;;
"Ils veulent relancer l'économie, désastre écologique";negative;0,961109399795532;negative;
"Pardonnez-moi d'être plus émotif que logique";neutral;0,638912379741669;;
"Quand la nuit tombe j'ai parfois dit des conneries";negative;0,772471249103546;negative;
"Je prends le risque que les médias me calomnient";neutral;0,639375388622284;;
"J'peux pas me taire face aux injustices que l'on nie en Palestine";positive;0,855483293533325;;
"Il faut stopper les colonies";positive;0,679298758506775;;
"Sinon qui va stopper les effusions de sang ?";negative;0,757741332054138;;
"Des parcelles de pensées, des fusions de sang";positive;0,966699123382568;;
"Ceux qui n'ont rien à perdre ont besoin de sens";positive;0,768333196640015;;
"L'indécence dès la naissance est un bidon d'essence";negative;0,961525201797485;negative;
"Les risques j'ai éloignés en en prenant";neutral;0,620498180389404;;
"Laisse-moi décompresser, la vie d'un jeune entrepreneur est complexe";positive;0,750206172466278;;
"Quand j'raconte l'espoir sous une lampe halogène, j'aimerais qu'mes élans parlent aux jeunes";positive;0,807439863681793;positive;
"J'te parle de tout c'qui fait un homme, non pas nos gènes";neutral;0,565386593341827;;
"Non pas c'qu'on t'laisse voir mais tout c'qu'on t'cache quand ça nous gêne";neutral;0,513103127479553;;
"Auxquels on pense toute la noche, jambes allongées devant nos chaînes";negative;0,953629076480865;;
"Cette impression de perdre son temps, s'étouffer dans cette vie toute faite";negative;0,982431054115295;;
"Se sentant faible en sachant qu'la vie est une fête où personne danse";negative;0,689590036869049;;
"Ma deuxième mère m'a dit : ""C'est pas pour leur argent que les meilleurs prient""";positive;0,806165218353271;positive;
"J'pleure celui qui meurt jeune mais encore plus celui qui meurt triste";positive;0,705627799034119;;
"J'm'intériorise et j'me r'plie, les cris d'une jeunesse meurtrie Imprégnant mon humeur, j'vois les leaders imposer leur tri";positive;0,855920016765594;;
"Parfois j'me sens amoindri, mais quand j'fous la merde c'est à moi d'rire";negative;0,711734056472778;;
"Tribu indestructible, j'redistribue mon esprit d'clan quand la street pleure";positive;0,863662779331207;;
"Indescriptible est ma tristesse dans les strip-clubs (Toi)";positive;0,783888459205627;;
"Prends soin d'toi d'où que tu sois, j'connais la soif du goût du sang";positive;0,936077952384949;;
"Et quand ça chauffe chez toi, tu sors du coup victime du coup du sort";neutral;0,543203234672546;;
"Y a plus beaucoup d'espoir dans toutes les zones qu'on a exclues";neutral;0,511990427970886;;
"Les paysages sont désolés, pourtant les hommes n'ont pas d'excuses";negative;0,740934371948242;;
"Écrire, c'est capturer quelques souvenirs uniques dans des pochettes immenses";positive;0,91055566072464;;
"C'est coller ses tympans sur l'enceinte afin d'approcher l'silence";neutral;0,641219258308411;;
"C'est l'insolence du cerveau d'celui qui à l'apogée s'élance";neutral;0,568545341491699;;
"C'est voir défiler sa vie dans l'noir jusqu'à la prochaine séance";neutral;0,593610405921936;;
"C'est capturer quelques souvenirs uniques dans des pochettes immenses";positive;0,936393201351166;;
"Nos rêves mystiques défient la science et leurs erreurs d'affiliation";positive;0,820580661296844;;
"Un chemin plein d'déviations alors on mène des vies à cent à l'heure";positive;0,73896324634552;;
"Il faut choisir un camp, donc les idées se simplifient";neutral;0,515679836273193;;
"Trop de paramètres, je dois faire ce caramel";negative;0,988466680049896;;
"Le monde est une assiette";neutral;0,542696952819824;;
"comme fourchette, j'utilise le trident de Poséidon";neutral;0,653752863407135;;
"Ici, c'est mon rrainté";positive;0,851195693016052;;
"dis bien à tes copains : ils jouent encore une fois aux boss et ils tombent";negative;0,913250088691711;;
"J'm'en veux, vraiment, j'm'en veux";negative;0,81151157617569;;
"J'aimerais pleurer vers l'intérieur pour éteindre mon âme en feu";positive;0,928828239440918;;
"T'es ma moitié, sans toi, y a un drôle de vide";neutral;0,501082420349121;neutral ;
"On les compte sur les doigts de la main";positive;0,740759491920471;neutral ;
"Je roule avec les mêmes depuis le début";neutral;0,583935022354126;neutral ;
"Ne calcule ni les jaloux ni le mektoub";neutral;0,524731040000916;neutral ;
"Tu m'payes un snack la prochaine et puis on est quitte";negative;0,803616940975189;;
"Tu connais le slogan, viva mon équipe";positive;0,721654295921326;positive;
"Voler voler, ah ouais";neutral;0,613261938095093;;
"Aie confiance en moi, bébé";positive;0,877788186073303;positive;
"j'suis déter ";neutral;0,662558734416962;positive;
"Demain, on n'est plus là";negative;0,768302440643311;;
"J't'emmène avec moi, yeah";positive;0,885510504245758;positive;
"Allons vivre cachés loin de tout ça";positive;0,739932656288147;positive;
" On casse vos culs comme d'hab";neutral;0,586008906364441;;
"Bonne chance, bonne chance";positive;0,886324822902679;positive;
"Le S, t'as pas un stylo ?";neutral;0,620716512203217;positive;
"Ma gow askip elle est zinda";positive;0,918955504894257;positive;
"Je zone dans le tieq";negative;0,92057466506958;neutral ;
Je fais croquer les potos;neutral;0,520366013050079;positive;
