channel;sequence;default label;default score;camembert label;camembert score;label
#accueil;Tramontane, je veux dire en clair qu'en 5 ans ça à bcp plus evolué qu'en 10 ans ;POSITIVE;0,9724;POSITIVE;0,7676;NEUTRAL
#accueil;tu peux pas le nier;POSITIVE;0,9253;NEUTRAL;0,6322;NEUTRAL
#accueil;elle fait trop x: sa forte tête x: ;POSITIVE;0,9684;POSITIVE;0,8858;NEGATIVE
#accueil;non d'une Tramontane;NEGATIVE;0,9592;NEUTRAL;0,609;NEGATIVE
#accueil;!tapavu vilaine;POSITIVE;0,8888;NEGATIVE;0,9475;NEGATIVE
#accueil;Oliverr > je ne me souviens pas avoir vu vilaine.;NEUTRAL;0,5752;NEGATIVE;0,815;NEGATIVE
#accueil;Je découvre ceton espace;POSITIVE;0,9905;POSITIVE;0,8256;POSITIVE
#accueil;oui je croise plus de gens avec le nez sur leur tel que pour regarder un coucher de soleil;NEGATIVE;0,9048;NEGATIVE;0,754;NEGATIVE
#accueil;Je vous écris depuis ma machine a écrire;NEGATIVE;0,8202;NEUTRAL;0,5533;NEUTRAL
#accueil;mdr Sephi;NEGATIVE;0,9645;NEUTRAL;0,6087;POSITIVE
#accueil;Tramontane, voilà x: même au taff les plus jeunes lache pas leurs tel pendant le boulot certain en kit main libre à discuter et taffer en même temps c'est n'imp ;NEUTRAL;0,618;NEUTRAL;0,5266;NEGATIVE
#accueil;Tramontane, alors que y'a 5 ans en arriere personne sortait son tel pendant le taff;NEGATIVE;0,9482;NEUTRAL;0,5666;NEUTRAL
#accueil;mécanique ou éléctrique Sephi ?;NEGATIVE;0,8124;NEUTRAL;0,5355;NEUTRAL
#accueil;qu'est ce que c'est mort;NEGATIVE;0,9379;NEGATIVE;0,9909;NEGATIVE
#accueil;Crepuscule, Yooooo ;NEGATIVE;0,9701;POSITIVE;0,6878;POSITIVE
#accueil;çà dépend des boites !;NEGATIVE;0,8996;NEUTRAL;0,5012;NEUTRAL
#accueil;Manuel diablotin;POSITIVE;0,9615;NEUTRAL;0,6552;NEGATIVE
#accueil;forcément vu que tu dois utiliser tes doigts;NEUTRAL;0,5366;NEUTRAL;0,5973;NEUTRAL
#accueil;c'est sur que si tu as un mouchard sur ton ordi tu as interet à avoir du rendement;NEGATIVE;0,8874;NEGATIVE;0,6819;NEGATIVE
#accueil;Tramontane, oui mais je parles essentiellement dans ma boite du coup une usine t'es pas vrmt derriere un bureau quoi ;NEGATIVE;0,9644;NEUTRAL;0,6468;NEUTRAL
#accueil;Qui pour dial en privé ?;NEGATIVE;0,781;NEUTRAL;0,579;NEUTRAL
#accueil;Oui je suis en avance sur mon temps;NEGATIVE;0,6908;NEUTRAL;0,551;POSITIVE
#accueil;donc ne fait pas de généralité de ton cas;NEGATIVE;0,9391;NEUTRAL;0,5913;NEGATIVE
#accueil;Tramontane, même pas ^^ c'est une usine et c'est physique avec une cadence à suivre du coup c'est relou ;POSITIVE;0,6667;NEGATIVE;0,9974;NEGATIVE
#accueil;Tramontane, j'en fais pas une généralité je parles pas de ceux derriere un bureau ;POSITIVE;0,9178;NEUTRAL;0,5011;NEGATIVE
#accueil;c'est logique que derrière un bureau si ta le temps sur change de page ;NEGATIVE;0,7811;NEUTRAL;0,5327;NEUTRAL
#accueil;(xw ;POSITIVE;0,9225;POSITIVE;0,7457;NEUTRAL
#accueil;apart si t'es en intranet ou quoi ;POSITIVE;0,8214;NEUTRAL;0,6099;NEUTRAL
#accueil;ba si ils ne bossent pas ce sera délocalisation de ton entreprise;NEGATIVE;0,9692;NEGATIVE;0,7444;NEGATIVE
#accueil;ça risque pas ;POSITIVE;0,9968;NEGATIVE;0,9016;NEGATIVE
#accueil;et ce sera pas la peine de vous mettre en grève;NEGATIVE;0,9377;NEGATIVE;0,9117;NEGATIVE
#accueil;on est pas près de coulé ;POSITIVE;0,9823;NEGATIVE;0,8448;NEGATIVE
#accueil;le boulot est fait dans tous les cas (: ;POSITIVE;0,8544;POSITIVE;0,8109;NEGATIVE
#accueil;c'est déjà pas mal;NEGATIVE;0,9897;NEUTRAL;0,5307;POSITIVE
#accueil;z'ont pas le choix :d ;POSITIVE;0,9324;NEUTRAL;0,5841;NEUTRAL
#accueil;Chaat.fr - n°348261  Une lessive, une ! Aujourd'hui j'ai acheté un kit anti-moustique : une poudre les attirant, à verser dans un tube recouvert de colle. Mon mari a renversé la poudre sur nos draps en voulant monter le kit. VDM ;NEGATIVE;0,9865;NEGATIVE;0,851;NEGATIVE
#accueil;sinon je cris;POSITIVE;0,9544;NEUTRAL;0,589;NEGATIVE
#accueil;salut;NEGATIVE;0,9924;POSITIVE;0,7455;POSITIVE
#accueil;mdrr;NEGATIVE;0,9471;NEUTRAL;0,6212;POSITIVE
#accueil;salut ici;NEGATIVE;0,9764;POSITIVE;0,6766;POSITIVE
#accueil;Range ton TEL BOSSE BORDEL ;NEUTRAL;0,5205;NEUTRAL;0,6392;NEGATIVE
#accueil;voilà;POSITIVE;0,9976;NEUTRAL;0,5368;NEUTRAL
#accueil;sinon : TRAVAIL TRAVAIL esclave;POSITIVE;0,9229;NEGATIVE;0,8164;NEGATIVE
#accueil;Je le dit en bossant aussi biensûr :p ;NEGATIVE;0,7238;POSITIVE;0,8309;POSITIVE
#accueil;ba une chose est sure tu ne me donnes pas envie de postuler;NEGATIVE;0,9294;NEGATIVE;0,9652;NEGATIVE
#accueil;https://youtu.be/RRb2gE9cPB8;NEGATIVE;0,9852;POSITIVE;0,6702;NEUTRAL
#accueil;YouTube Le temps des fleurs par Dalida - Topic (durée: 4:s) - Vue(s): 493526;NEGATIVE;0,9887;POSITIVE;0,6669;POSITIVE
#accueil;Tramontane, je dis ça en rigolant aussi histoire qu'ils comprennent mais gentiment avec mon large sourire ORAL B White diamant mdr;NEGATIVE;0,9557;NEUTRAL;0,5182;NEUTRAL
#accueil;Sephi t la;NEGATIVE;0,9783;NEUTRAL;0,6467;NEUTRAL
#accueil;mdrr kAyzO;NEGATIVE;0,7239;POSITIVE;0,8006;POSITIVE
#accueil;Tramontane, lol x: ;NEUTRAL;0,604;NEUTRAL;0,6112;POSITIVE
#accueil; ℹ️ [ INFO Chaat.fr ] ℹ️ : Ce TChat étant Francophone, nous vous invitons à écrire de façon à ce que vous soyez compris par TOUS. Le language SMS n'est pas toléré... ba ué c kom sa dsl. Tout abus après ce message sera puni sans préavis ! (ง'̀-'́)ง(/❛o❛)/;NEGATIVE;0,9951;POSITIVE;0,7985;NEGATIVE
#accueil;Oh un LuTiN_MaLiN;NEGATIVE;0,9862;NEUTRAL;0,5497;POSITIVE
#accueil;bonjour barth;POSITIVE;0,9946;POSITIVE;0,8309;POSITIVE
#accueil;qui se faufille dans la foule ;NEGATIVE;0,9917;NEUTRAL;0,6269;NEUTRAL
#accueil;KAyzO coucou;NEGATIVE;0,9235;NEUTRAL;0,6572;POSITIVE
#accueil;Nanasse coucou gros bisous à toi;POSITIVE;0,7193;NEUTRAL;0,5775;POSITIVE
#accueil;Coucou LuTiN_MaLiN ;POSITIVE;0,7812;POSITIVE;0,7204;POSITIVE
#accueil;bonjour Chouchou3953;POSITIVE;0,8474;NEUTRAL;0,6115;POSITIVE
#accueil;cc nanasse;NEGATIVE;0,8397;NEGATIVE;0,9469;POSITIVE
#accueil;yO barth;POSITIVE;0,9965;POSITIVE;0,8324;POSITIVE
#accueil;yu kAyzO;NEUTRAL;0,5228;POSITIVE;0,7978;POSITIVE
#accueil;tiens un luth hein;NEGATIVE;0,9861;NEUTRAL;0,5903;NEUTRAL
#accueil;Chouchou3953, Hey coucou poto ;NEGATIVE;0,9051;POSITIVE;0,7167;POSITIVE
#accueil;barth, ça se passe de ton coté?;NEGATIVE;0,984;NEUTRAL;0,522;NEUTRAL
#accueil;Lutin_malin  bonjour à toi;NEUTRAL;0,653;NEUTRAL;0,6178;POSITIVE
#accueil;Kayzo bonjour Poto comment vas tu;NEGATIVE;0,9311;POSITIVE;0,7629;POSITIVE
#accueil;taff a fond ca ce passe trankil moin present en ce moment kAyzO ca gere;NEGATIVE;0,8821;POSITIVE;0,7374;NEGATIVE
#accueil;&closepv;NEUTRAL;0,5623;POSITIVE;0,7949;NEUTRAL
#accueil;bonjour;NEUTRAL;0,6047;POSITIVE;0,7756;POSITIVE
#accueil;!horo belier;POSITIVE;0,7772;POSITIVE;0,8134;NEUTRAL
#accueil;Chaat.fr Horoscope - BELIER;NEGATIVE;0,9942;POSITIVE;0,6832;NEUTRAL
#accueil;*TRAVAIL* Avec le concours d'Uranus, vous réussirez à satisfaire une ambition légitime. Mais ne vous vantez pas trop haut de votre succès, pour ne pas éveiller les jalousies et les rivalités.;NEGATIVE;0,9275;NEUTRAL;0,5166;POSITIVE
#accueil;barth, je suis bcp moin présent aussi lol le soleil et le boulot lac restau ;NEUTRAL;0,6338;NEUTRAL;0,5952;NEUTRAL
#accueil;Mardi:  bonjour;POSITIVE;0,9904;NEUTRAL;0,5046;POSITIVE
#accueil;bonjour diablotin;NEGATIVE;0,9206;POSITIVE;0,7894;POSITIVE
#accueil;coollll kAyzO on revit hein liberer delivrer;NEGATIVE;0,9754;POSITIVE;0,8721;POSITIVE
#accueil;bonjour mardi;POSITIVE;0,9955;NEUTRAL;0,6441;POSITIVE
#accueil;!calin;POSITIVE;0,9972;POSITIVE;0,7776;POSITIVE
#accueil;Il semblerait que Enissay s'enlace (elle-lui)-même ! ❤❤❤;NEGATIVE;0,9319;POSITIVE;0,7418;POSITIVE
#accueil;Les mecs adorent les films implicites;POSITIVE;0,8218;NEUTRAL;0,5482;POSITIVE
#accueil;bonjour chapeau;NEUTRAL;0,6146;POSITIVE;0,7449;POSITIVE
#accueil;l'avantage de l'espagne c'est que la tenue est interdite;NEGATIVE;0,78;NEUTRAL;0,6234;NEUTRAL
#accueil;Salut Mardi;NEGATIVE;0,9045;NEUTRAL;0,6367;POSITIVE
#accueil;ca fait 4 jours ke je me prend des orages sur la tronche en camion pas a par ca la vie est belle;NEGATIVE;0,9079;NEUTRAL;0,563;NEGATIVE
#accueil;et arrêtez de dire bonjour en pv, il y a le salon pour ca;NEGATIVE;0,8647;NEUTRAL;0,5411;NEGATIVE
#accueil;tu va bienmardi;POSITIVE;0,9088;POSITIVE;0,8623;POSITIVE
#accueil;fabuleux j'ai posé une pêche et chui craccra;NEGATIVE;0,7114;POSITIVE;0,9578;POSITIVE
#accueil;ca va, merci;NEGATIVE;0,9908;POSITIVE;0,7571;POSITIVE
#accueil;Tramontane, bah c'est bien mieux ;POSITIVE;0,681;NEUTRAL;0,6489;POSITIVE
#accueil;Chouchou3953 bonjour ^^ dsl du etard;NEGATIVE;0,7929;NEUTRAL;0,506;POSITIVE
#accueil;Retard;NEGATIVE;0,9684;NEUTRAL;0,5637;NEUTRAL
#accueil;Tramontane, Ah tu es pas loin d'Argeles sur Mer toi ;POSITIVE;0,8733;NEUTRAL;0,5722;NEUTRAL
#accueil;pourquoi crois tu que je préfère faire du tourisme en espagne qu'en france;NEGATIVE;0,8843;NEUTRAL;0,5614;NEUTRAL
#accueil;au bucher lutin!;POSITIVE;0,9881;NEUTRAL;0,6309;NEUTRAL
#accueil;il fait plus chaud ?;NEGATIVE;0,943;NEUTRAL;0,5025;NEUTRAL
#accueil;j'y vais jamais c'est un bor:del à ciel ouvert;NEGATIVE;0,9633;NEGATIVE;0,9279;NEGATIVE
#accueil;Coucou;POSITIVE;0,8126;POSITIVE;0,7331;POSITIVE
#accueil;Tramontane, Costa brava o/ ;POSITIVE;0,9857;POSITIVE;0,7418;NEUTRAL
#accueil;mdrrr;NEGATIVE;0,9822;NEGATIVE;0,6814;POSITIVE
#accueil;Lutin malin je en pris;POSITIVE;0,7364;NEUTRAL;0,562;NEUTRAL
#accueil;oui mais pas que;NEGATIVE;0,9051;NEUTRAL;0,6631;NEUTRAL
#accueil;(c'est bon LuTiN_MaLiN s'en va, on va pouvoir recommencer);NEGATIVE;0,7183;NEGATIVE;0,6874;NEUTRAL
#accueil;Tramontane, Argeles non c'est pas un bordel à ciel ouvert :p ;NEGATIVE;0,7973;NEUTRAL;0,5936;NEGATIVE
#accueil;bonjour calma72;NEGATIVE;0,9586;POSITIVE;0,7851;POSITIVE
#accueil;tout l'été;POSITIVE;0,9348;NEUTRAL;0,5347;NEUTRAL
#accueil;Tramontane, c'est juste bcp moin cher par la bas ;POSITIVE;0,7892;NEUTRAL;0,5812;NEUTRAL
#accueil;drogue sexe alcool;NEGATIVE;0,9556;NEUTRAL;0,5738;NEGATIVE
#accueil;donc les parisiens descende ;NEGATIVE;0,951;NEUTRAL;0,519;NEUTRAL
#accueil;vendre leurs produit;POSITIVE;0,7327;NEGATIVE;0,9238;NEUTRAL
#accueil;eh ben...;NEGATIVE;0,9856;NEUTRAL;0,5233;NEUTRAL
#accueil;faut faire attention c'est tout;POSITIVE;0,9622;NEUTRAL;0,5795;NEUTRAL
#accueil;et pas trainer solo sur la plage la night hein les filles ;NEUTRAL;0,601;NEUTRAL;0,5056;NEGATIVE
#accueil;la vue idyllique du sud... :/;NEGATIVE;0,9833;NEGATIVE;0,694;NEGATIVE
#accueil;Tramontane, mais argeles c'est bcp pour la fête un peu que genre colliour c'est plus pour restau visite ballade ;NEGATIVE;0,6929;NEUTRAL;0,5564;NEUTRAL
#accueil;ba justement à cadaques tu peux y aller à la plage ! c'est surveillé;NEGATIVE;0,896;NEUTRAL;0,6456;NEUTRAL
#accueil;Tramontane, à argeles tu veux visité quoi ? ;NEGATIVE;0,7626;NEUTRAL;0,5289;NEUTRAL
#accueil;t n pause kAyzO;NEGATIVE;0,8578;POSITIVE;0,6901;NEUTRAL
#accueil;les filles trainent si elles veulent! c'est aux idiots de pas les ennuyer;NEGATIVE;0,9546;NEGATIVE;0,9107;NEGATIVE
#accueil;collioure faut des moyens çà sélectionne;NEGATIVE;0,8626;NEUTRAL;0,5909;NEUTRAL
#accueil;H-Lamberty, nope j'attaque à 14h à 22h;NEGATIVE;0,9969;NEGATIVE;0,9295;NEUTRAL
#accueil;bien dit Ananas;POSITIVE;0,8731;POSITIVE;0,902;POSITIVE
#accueil;!seen sucre;NEGATIVE;0,9807;NEUTRAL;0,6059;NEUTRAL
#accueil;Sucre (Chaat@9F09D8A6.41A64F17.A1DC336E.IP) a été vu pour la dernière fois quitter #Accueil il y a 10 heures, 34 minutes (Bon retour sur www.chaat.fr).;NEGATIVE;0,9888;NEUTRAL;0,5026;NEGATIVE
#accueil;Tramontane, oui c'est riche;POSITIVE;0,9751;POSITIVE;0,68;POSITIVE
#accueil;malheureusement des idiots il y'en a depuis la nuit des temps..;NEGATIVE;0,9983;NEGATIVE;0,9524;NEGATIVE
#accueil;Tramontane, le moin cher c'est argeles sinon palavas les flow cher aussi et st cyprien ça se vaut;POSITIVE;0,9236;NEUTRAL;0,6536;NEUTRAL
#accueil;çà se drogue mais discretement;NEGATIVE;0,9763;NEUTRAL;0,5304;NEGATIVE
#accueil;st cyp c'est tombé de classe;NEGATIVE;0,9875;NEGATIVE;0,769;NEGATIVE
#accueil;Tramontane, perso je touche pas ça ;POSITIVE;0,9956;NEGATIVE;0,8845;NEGATIVE
#accueil;c'est mon creneau de reception;POSITIVE;0,9844;POSITIVE;0,6947;NEUTRAL
#accueil;avant c'était chicos ba maintenant ....;NEGATIVE;0,9749;NEGATIVE;0,7383;NEGATIVE
#accueil;c comme mon immeuble, tiens;NEGATIVE;0,9693;POSITIVE;0,6959;NEUTRAL
#accueil;avec y avait un ptit cote chic, bah maintenant...;NEGATIVE;0,9837;NEGATIVE;0,9465;NEGATIVE
#accueil;je suis contre kAyzO;NEGATIVE;0,9712;NEUTRAL;0,5184;NEGATIVE
#accueil;"Coucou ;)";POSITIVE;0,8532;POSITIVE;0,8539;POSITIVE
#accueil;Tramontane, ça se comprend (: ;POSITIVE;0,7403;NEGATIVE;0,7424;NEGATIVE
#accueil;Bonjour les gens;NEGATIVE;0,7696;NEUTRAL;0,585;POSITIVE
#accueil;!seen imadd;POSITIVE;0,9959;POSITIVE;0,7295;NEUTRAL
#accueil;Aymara > je ne me souviens pas avoir vu imadd.;POSITIVE;0,8882;NEUTRAL;0,5473;NEUTRAL
#accueil;il est plus facile de gouverner des gens dépendants que des gens réveillés;NEGATIVE;0,7221;NEGATIVE;0,6718;NEGATIVE
#accueil;Fille pour priver ? :p;NEGATIVE;0,9717;NEGATIVE;0,8318;POSITIVE
#accueil;!seen nass;POSITIVE;0,9944;NEUTRAL;0,6157;NEUTRAL
#accueil;nass (Chaat@EFB92DDF.E7F8E7B6.90D730FB.IP) a été vu pour la dernière fois quitter #Accueil il y a 58 minutes (Bon retour sur www.chaat.fr).;NEGATIVE;0,9883;NEUTRAL;0,529;NEGATIVE
#accueil;ben écrit le enissay;POSITIVE;0,9661;POSITIVE;0,6707;NEUTRAL
#accueil; ℹ️ [ INFO Chaat.fr ] ℹ️ : Tapez !radio pour avoir les liens de vos DJ préférés ♫♬♪, ou Activez le player en bas de page sur les boutons: ▶│┄ ᴧ;NEGATIVE;0,9837;POSITIVE;0,8721;NEUTRAL
#accueil;bonjour Xavier10-;NEGATIVE;0,9111;POSITIVE;0,7015;POSITIVE
#accueil;Bonjour Tramontane;NEGATIVE;0,9797;NEUTRAL;0,5547;POSITIVE
#accueil;Salut;NEGATIVE;0,9924;POSITIVE;0,7253;POSITIVE
#accueil;Salut;NEGATIVE;0,9924;POSITIVE;0,7253;POSITIVE
#accueil;tiens un ours;NEGATIVE;0,9865;NEUTRAL;0,5602;NEUTRAL
#accueil;Salut  grizzly;NEGATIVE;0,9833;POSITIVE;0,8119;POSITIVE
#accueil;Pk grizzly;POSITIVE;0,7792;NEUTRAL;0,6631;NEUTRAL
#accueil;Tu t'appelles;POSITIVE;0,9637;NEUTRAL;0,5586;NEUTRAL
#accueil;Salut Vanillee;NEGATIVE;0,7208;POSITIVE;0,7079;POSITIVE
#accueil;Bonjour Vanille;NEGATIVE;0,9347;NEUTRAL;0,5736;POSITIVE
#accueil;coucou;POSITIVE;0,9273;POSITIVE;0,7732;POSITIVE
#accueil;Bonjour Xavier10-;POSITIVE;0,8928;POSITIVE;0,7475;POSITIVE
#accueil;Bah parce que je m'appelle pas Chauve-souris :');NEGATIVE;0,9551;NEUTRAL;0,6444;POSITIVE
#accueil;coucou Xavier10- bisous ^^;NEGATIVE;0,8149;POSITIVE;0,8616;POSITIVE
#accueil;C mignon les chauves-souris;NEGATIVE;0,9074;POSITIVE;0,7399;POSITIVE
#accueil;il est irsut;NEGATIVE;0,9555;NEUTRAL;0,5348;NEUTRAL
#accueil;bonjour Valentina Grizzly-  liza17;NEUTRAL;0,6174;POSITIVE;0,7385;POSITIVE
#accueil;bonjour Xavier10-;POSITIVE;0,8928;POSITIVE;0,7835;POSITIVE
#accueil;Bonjour xavier10-;POSITIVE;0,8928;POSITIVE;0,7514;POSITIVE
#accueil;Bonjour bizzz choups1 :);NEGATIVE;0,9912;POSITIVE;0,7783;POSITIVE
#accueil;Oui bah les grizzlys aussi hein :D;NEGATIVE;0,9874;POSITIVE;0,6788;POSITIVE
#accueil;Bonjour Vanillee;NEGATIVE;0,9763;NEUTRAL;0,5591;POSITIVE
#accueil;Bonjour nanasse;NEGATIVE;0,988;NEUTRAL;0,619;POSITIVE
#accueil;Salut diablotin;NEGATIVE;0,9688;POSITIVE;0,7443;POSITIVE
#accueil;Vanille: bof;NEGATIVE;0,6673;NEGATIVE;0,9861;NEGATIVE
#accueil;Pk bof;NEUTRAL;0,6181;NEGATIVE;0,9797;NEUTRAL
#accueil;Re ou bonjour tt le monde;NEUTRAL;0,644;POSITIVE;0,7156;POSITIVE
#accueil;Vanille:  kikoo toi ca va;POSITIVE;0,8832;POSITIVE;0,7005;POSITIVE
#accueil;bonjour tom;POSITIVE;0,9906;POSITIVE;0,7964;POSITIVE
#accueil;Bonjour tom;NEGATIVE;0,9823;NEUTRAL;0,5524;POSITIVE
#accueil;rerere tom;NEGATIVE;0,9686;NEUTRAL;0,5965;NEUTRAL
#accueil;Bonjour nanasse;NEUTRAL;0,6421;NEUTRAL;0,5016;POSITIVE
#accueil;Coucou carpediem1;NEUTRAL;0,6649;POSITIVE;0,7707;POSITIVE
#accueil;Bonjour;POSITIVE;0,9679;POSITIVE;0,6751;POSITIVE
#accueil;joyeuse pâques tom;POSITIVE;0,9948;POSITIVE;0,675;POSITIVE
#accueil;Vanillee:  quoi que tu peux pas savoir j'ai pas de photo mdrr;NEGATIVE;0,952;NEUTRAL;0,5305;NEUTRAL
#accueil;Coucouu;POSITIVE;0,9067;POSITIVE;0,7885;POSITIVE
#accueil;Baztou33_grr Elle a deux e;NEUTRAL;0,5464;NEUTRAL;0,6218;NEUTRAL
#accueil;Bonjour  tom;POSITIVE;0,9906;POSITIVE;0,8029;POSITIVE
#accueil;Bonjour Xavier10-;NEGATIVE;0,9175;POSITIVE;0,6904;POSITIVE
#accueil;Salut Camiiille;NEGATIVE;0,9821;POSITIVE;0,6865;POSITIVE
#accueil;Envoi une photo;POSITIVE;0,9497;NEUTRAL;0,5325;NEUTRAL
#accueil;Llool;POSITIVE;0,9826;POSITIVE;0,7142;POSITIVE
#accueil;Bonjour vanille;POSITIVE;0,7324;POSITIVE;0,6734;POSITIVE
#accueil;Grizzly-;NEUTRAL;0,5105;POSITIVE;0,7389;POSITIVE
#accueil;Lol tramontane;NEGATIVE;0,9365;NEUTRAL;0,5295;POSITIVE
#accueil;Chaat.fr - n°229788  Aujourd'hui, mon voisin est venu me demander pourquoi ma connexion ne marchait plus. VDM ;NEGATIVE;0,9707;NEGATIVE;0,7637;NEGATIVE
#accueil;Vanillee: vous etes compliquées;POSITIVE;0,9372;NEUTRAL;0,523;NEGATIVE
#accueil;Bonne année happyy;NEGATIVE;0,8291;POSITIVE;0,8281;POSITIVE
#accueil;Bonjour tom;POSITIVE;0,9906;POSITIVE;0,8029;POSITIVE
#accueil;Pk on est conpliquee;NEUTRAL;0,6264;NEUTRAL;0,6084;NEUTRAL
#accueil;Vanillee:  en pv si tu veux mais pas ici;NEGATIVE;0,9001;POSITIVE;0,6828;NEUTRAL
#accueil;C les hommes qui sont conpliquee;POSITIVE;0,9478;NEUTRAL;0,5286;NEGATIVE
#accueil;Lool;NEGATIVE;0,981;NEUTRAL;0,523;POSITIVE
#accueil;dommage on ne peut pas profiter de ta beauté ours;NEGATIVE;0,9721;NEGATIVE;0,8824;NEGATIVE
#accueil;Tramontane:  bah vu que j'suis pas beau vous profiteriez pas de grand chose :');NEGATIVE;0,9697;NEGATIVE;0,8881;NEGATIVE
#accueil;mdrr;NEGATIVE;0,9471;NEUTRAL;0,6212;POSITIVE
#accueil;T en as déjà vu lors de tes balades montagnardes tramontane ?;NEGATIVE;0,9861;NEUTRAL;0,6433;NEUTRAL
#accueil;Grizzly- pourquoi tu dis ça;NEGATIVE;0,9676;NEGATIVE;0,7264;NEUTRAL
#accueil;Bah ta pas que la beauté;NEGATIVE;0,8535;NEUTRAL;0,6037;NEUTRAL
#accueil;un Grizzly- pourtant c'est une sacrée bête;NEGATIVE;0,9769;NEUTRAL;0,6055;NEUTRAL
#accueil;Dans la vie;POSITIVE;0,9956;POSITIVE;0,7077;NEUTRAL
#accueil;bonjours bonsoir a tout le monde présent dans le tchat comment allez vous ?;POSITIVE;0,7638;POSITIVE;0,8136;POSITIVE
#accueil;ah non tom;NEGATIVE;0,9884;NEUTRAL;0,5386;NEUTRAL
#accueil;au zoo oui;NEGATIVE;0,9806;NEUTRAL;0,5842;NEUTRAL
#accueil;Salut;NEGATIVE;0,9924;POSITIVE;0,7253;POSITIVE
#accueil;Salut les;NEUTRAL;0,5828;NEUTRAL;0,6197;POSITIVE
#accueil;Au zoo ....pauvres bêtes;NEGATIVE;0,9875;NEGATIVE;0,667;NEGATIVE
#accueil;réserves pardon;NEGATIVE;0,989;NEUTRAL;0,5119;NEUTRAL
#accueil;Les pauvres;NEGATIVE;0,9337;NEGATIVE;0,8121;NEGATIVE
#accueil;Lea slt cv;NEGATIVE;0,9987;POSITIVE;0,6703;POSITIVE
#accueil;Les zoo vont plus exister;POSITIVE;0,9747;NEGATIVE;0,743;NEGATIVE
#accueil;A oui c mieux;NEGATIVE;0,9851;NEUTRAL;0,5107;NEUTRAL
#accueil;!chuck;POSITIVE;0,9983;POSITIVE;0,847;NEUTRAL
#accueil;Chuck Norris sait faire des barbecue au fond de la mer.        ;NEGATIVE;0,9945;NEUTRAL;0,6592;POSITIVE
#accueil;Enfermee dans une cage;POSITIVE;0,9301;NEGATIVE;0,8023;NEGATIVE
#accueil;Ah ta deux vanille lol;NEGATIVE;0,8828;NEUTRAL;0,6507;NEUTRAL
#accueil;non en plein air;NEGATIVE;0,8242;NEUTRAL;0,6353;NEUTRAL
#accueil;C ça;NEGATIVE;0,918;NEUTRAL;0,5291;NEUTRAL
#accueil;C quoi le but ici;NEGATIVE;0,9678;NEGATIVE;0,8254;NEUTRAL
#accueil;Ya pas ma cousine;NEGATIVE;0,7414;NEGATIVE;0,6813;NEGATIVE
#accueil;Mais oui sinon j'suis une bête :');NEGATIVE;0,9654;NEGATIVE;0,7009;POSITIVE
#accueil;Ou ma jumelle;NEGATIVE;0,9302;POSITIVE;0,7194;NEUTRAL
#accueil;plus le droit d'enfermer ce genre de bête;NEGATIVE;0,9787;NEGATIVE;0,8521;NEGATIVE
#accueil;Pq j'ai changé de nom;NEUTRAL;0,5506;NEGATIVE;0,7631;NEUTRAL
#accueil;Guest24536:  car tu n as pas entré ton mot de passe;NEGATIVE;0,9451;NEUTRAL;0,5112;NEUTRAL
#accueil;Bah jarrive pas a le mettre;POSITIVE;0,8244;NEUTRAL;0,5829;NEUTRAL
#accueil;Bonjour;POSITIVE;0,9679;POSITIVE;0,6751;POSITIVE
#accueil;pfffff;NEGATIVE;0,9745;NEUTRAL;0,5365;NEGATIVE
#accueil;grée toi un nouveau profil vanille;NEGATIVE;0,9589;NEUTRAL;0,6128;NEUTRAL
#accueil;Bonjour;POSITIVE;0,9679;POSITIVE;0,6751;POSITIVE
#accueil;crée;NEGATIVE;0,9898;NEUTRAL;0,5189;NEUTRAL
#accueil;Okk tramontane;NEUTRAL;0,652;NEUTRAL;0,584;NEUTRAL
#accueil;Bonjour angel44;NEGATIVE;0,696;POSITIVE;0,7994;POSITIVE
#accueil;meme en crééant un profil parfois il faut remettre son mot de page en arrivant sur le salon;POSITIVE;0,7661;NEUTRAL;0,5197;NEUTRAL
#accueil;je pense que çà doit être plus simple;POSITIVE;0,7724;NEUTRAL;0,5129;NEUTRAL
#accueil;Comment tu peu enfermer des bêtes je conprend  pas;NEUTRAL;0,6109;NEGATIVE;0,9569;NEGATIVE
#accueil;Bonjour Angel;POSITIVE;0,9909;POSITIVE;0,7321;POSITIVE
#accueil;Non !;NEGATIVE;0,9964;NEGATIVE;0,9894;NEGATIVE
#accueil;Coucou;POSITIVE;0,9273;POSITIVE;0,707;POSITIVE
#accueil;mon pseudo est enregistré;NEGATIVE;0,9732;NEUTRAL;0,5827;NEUTRAL
#accueil;bonjour Lea;POSITIVE;0,9816;POSITIVE;0,6999;POSITIVE
#accueil;donc elle s'en crée un autre;NEUTRAL;0,5126;NEGATIVE;0,804;NEUTRAL
#accueil;Rooo non;NEGATIVE;0,9501;NEGATIVE;0,7972;NEGATIVE
#accueil;j'ai bien fait de ne pas l'enregistrer finalement lol;NEGATIVE;0,7813;NEGATIVE;0,7113;NEUTRAL
#accueil;Il fait trop Cho j'ai moi ça soule;POSITIVE;0,8165;NEGATIVE;0,8989;NEGATIVE
#accueil;Oui après ça se complique;POSITIVE;0,8533;NEGATIVE;0,7638;NEUTRAL
#accueil;Lea cc;POSITIVE;0,9879;NEUTRAL;0,6532;POSITIVE
